nbedsx,tenex,tenure8x,tenure4x,accomhh1,dwtypenx,dwtype8x,dwtype3x,EPceeb12e,EPceib12e,gorehs,mean,std,p25,median,p75
1.0,privately rent,private rented - occupied,private rented,other,converted flat,converted flat,low rise flat,D,D,South East,48.9,7.273520468108962,44.945,47.39,52.1
1.0,privately rent,private rented - occupied,private rented,other,converted flat,converted flat,low rise flat,D,D,South West,44.06571428571429,20.533374342878034,29.09,41.6,55.985
1.0,privately rent,private rented - occupied,private rented,other,converted flat,converted flat,low rise flat,D,D,West Midlands,50.82,,50.82,50.82,50.82
1.0,privately rent,private rented - occupied,private rented,other,converted flat,converted flat,low rise flat,D,D,Yorkshire and the Humber,60.936,22.066872909408804,47.56,64.8,71.76
1.0,privately rent,private rented - occupied,private rented,other,converted flat,converted flat,low rise flat,D,E,London,48.02,,48.02,48.02,48.02
1.0,privately rent,private rented - occupied,private rented,other,converted flat,converted flat,low rise flat,D,E,North West,51.15,,51.15,51.15,51.15
1.0,privately rent,private rented - occupied,private rented,other,converted flat,converted flat,low rise flat,D,E,South East,36.4,,36.4,36.4,36.4
1.0,privately rent,private rented - occupied,private rented,other,converted flat,converted flat,low rise flat,D,E,West Midlands,64.35,,64.35,64.35,64.35
1.0,privately rent,private rented - occupied,private rented,other,converted flat,converted flat,low rise flat,D,E,Yorkshire and the Humber,30.21,,30.21,30.21,30.21
1.0,privately rent,private rented - occupied,private rented,other,converted flat,converted flat,low rise flat,D,F,South East,50.16,,50.16,50.16,50.16
1.0,privately rent,private rented - occupied,private rented,other,converted flat,converted flat,low rise flat,E,D,East,25.12,,25.12,25.12,25.12
1.0,privately rent,private rented - occupied,private rented,other,converted flat,converted flat,low rise flat,E,D,West Midlands,43.2,,43.2,43.2,43.2
1.0,privately rent,private rented - occupied,private rented,other,converted flat,converted flat,low rise flat,E,E,East Midlands,95.875,6.894291116568838,93.4375,95.875,98.3125
1.0,privately rent,private rented - occupied,private rented,other,converted flat,converted flat,low rise flat,E,E,North West,51.85,,51.85,51.85,51.85
1.0,privately rent,private rented - occupied,private rented,other,converted flat,converted flat,low rise flat,E,E,South East,43.7225,8.954553311025627,40.1225,45.7,49.3
1.0,privately rent,private rented - occupied,private rented,other,converted flat,converted flat,low rise flat,E,E,West Midlands,72.02,,72.02,72.02,72.02
1.0,privately rent,private rented - occupied,private rented,other,converted flat,converted flat,low rise flat,E,E,Yorkshire and the Humber,59.25,,59.25,59.25,59.25
1.0,privately rent,private rented - occupied,private rented,other,converted flat,converted flat,low rise flat,E,F,East,39.15,,39.15,39.15,39.15
1.0,privately rent,private rented - occupied,private rented,other,converted flat,converted flat,low rise flat,E,F,East Midlands,41.99,,41.99,41.99,41.99
1.0,privately rent,private rented - occupied,private rented,other,converted flat,converted flat,low rise flat,E,F,South East,40.22,7.679179643685906,37.504999999999995,40.22,42.935
1.0,privately rent,private rented - occupied,private rented,other,converted flat,converted flat,low rise flat,E,F,South West,39.76,,39.76,39.76,39.76
1.0,privately rent,private rented - occupied,private rented,other,converted flat,converted flat,low rise flat,E,F,Yorkshire and the Humber,80.08,,80.08,80.08,80.08
1.0,privately rent,private rented - occupied,private rented,other,converted flat,converted flat,low rise flat,F,E,London,31.155,1.9869700551342002,30.4525,31.155,31.8575
1.0,privately rent,private rented - occupied,private rented,other,converted flat,converted flat,low rise flat,F,E,North West,43.02,,43.02,43.02,43.02
1.0,privately rent,private rented - occupied,private rented,other,converted flat,converted flat,low rise flat,F,E,South East,45.45,8.341514650629506,41.5875,44.455,48.3175
1.0,privately rent,private rented - occupied,private rented,other,converted flat,converted flat,low rise flat,F,E,South West,32.85,,32.85,32.85,32.85
1.0,privately rent,private rented - occupied,private rented,other,converted flat,converted flat,low rise flat,F,E,Yorkshire and the Humber,39.96,,39.96,39.96,39.96
1.0,privately rent,private rented - occupied,private rented,other,converted flat,converted flat,low rise flat,F,F,South East,43.35,4.454772721475248,41.775000000000006,43.35,44.925
1.0,privately rent,private rented - occupied,private rented,other,converted flat,converted flat,low rise flat,F,F,Yorkshire and the Humber,29.88,,29.88,29.88,29.88
1.0,privately rent,private rented - occupied,private rented,other,converted flat,converted flat,low rise flat,G,F,North West,53.53,,53.53,53.53,53.53
1.0,privately rent,private rented - occupied,private rented,other,converted flat,converted flat,low rise flat,G,F,South West,80.73,,80.73,80.73,80.73
1.0,privately rent,private rented - occupied,private rented,other,converted flat,converted flat,low rise flat,G,F,West Midlands,67.32,,67.32,67.32,67.32
1.0,privately rent,private rented - occupied,private rented,other,converted flat,converted flat,low rise flat,G,G,North West,26.46,,26.46,26.46,26.46
1.0,privately rent,private rented - occupied,private rented,other,converted flat,converted flat,low rise flat,G,G,South West,71.5,,71.5,71.5,71.5
1.0,privately rent,private rented - occupied,private rented,purpose built flat/maisonette,"purpose built flat, high rise","purpose built flat, high rise",high rise flat,A/B,A/B,East,55.3,,55.3,55.3,55.3
1.0,privately rent,private rented - occupied,private rented,purpose built flat/maisonette,"purpose built flat, high rise","purpose built flat, high rise",high rise flat,A/B,A/B,East Midlands,26.28,,26.28,26.28,26.28
1.0,privately rent,private rented - occupied,private rented,purpose built flat/maisonette,"purpose built flat, high rise","purpose built flat, high rise",high rise flat,A/B,A/B,London,57.505,3.711931213443121,55.25,55.885000000000005,58.14
1.0,privately rent,private rented - occupied,private rented,purpose built flat/maisonette,"purpose built flat, high rise","purpose built flat, high rise",high rise flat,A/B,A/B,South East,117.9,,117.9,117.9,117.9
1.0,privately rent,private rented - occupied,private rented,purpose built flat/maisonette,"purpose built flat, high rise","purpose built flat, high rise",high rise flat,A/B,A/B,South West,46.2,,46.2,46.2,46.2
1.0,privately rent,private rented - occupied,private rented,purpose built flat/maisonette,"purpose built flat, high rise","purpose built flat, high rise",high rise flat,A/B,C,East,51.68,,51.68,51.68,51.68
1.0,privately rent,private rented - occupied,private rented,purpose built flat/maisonette,"purpose built flat, high rise","purpose built flat, high rise",high rise flat,C,A/B,London,50.6,,50.6,50.6,50.6
1.0,privately rent,private rented - occupied,private rented,purpose built flat/maisonette,"purpose built flat, high rise","purpose built flat, high rise",high rise flat,C,C,London,53.803333333333335,5.79205547855566,50.24,53.32,58.41
1.0,privately rent,private rented - occupied,private rented,purpose built flat/maisonette,"purpose built flat, high rise","purpose built flat, high rise",high rise flat,C,C,North West,45.66,4.709331162702407,43.995,45.66,47.325
1.0,privately rent,private rented - occupied,private rented,purpose built flat/maisonette,"purpose built flat, high rise","purpose built flat, high rise",high rise flat,C,C,South East,25.08,,25.08,25.08,25.08
1.0,privately rent,private rented - occupied,private rented,purpose built flat/maisonette,"purpose built flat, high rise","purpose built flat, high rise",high rise flat,C,C,South West,46.68,,46.68,46.68,46.68
1.0,privately rent,private rented - occupied,private rented,purpose built flat/maisonette,"purpose built flat, high rise","purpose built flat, high rise",high rise flat,C,C,West Midlands,40.8,,40.8,40.8,40.8
1.0,privately rent,private rented - occupied,private rented,purpose built flat/maisonette,"purpose built flat, high rise","purpose built flat, high rise",high rise flat,C,D,North East,38.28,,38.28,38.28,38.28
1.0,privately rent,private rented - occupied,private rented,purpose built flat/maisonette,"purpose built flat, high rise","purpose built flat, high rise",high rise flat,D,C,East Midlands,34.83,,34.83,34.83,34.83
1.0,privately rent,private rented - occupied,private rented,purpose built flat/maisonette,"purpose built flat, high rise","purpose built flat, high rise",high rise flat,D,C,London,47.05,,47.05,47.05,47.05
1.0,privately rent,private rented - occupied,private rented,purpose built flat/maisonette,"purpose built flat, high rise","purpose built flat, high rise",high rise flat,D,C,Yorkshire and the Humber,46.08,,46.08,46.08,46.08
1.0,privately rent,private rented - occupied,private rented,purpose built flat/maisonette,"purpose built flat, high rise","purpose built flat, high rise",high rise flat,D,D,London,51.345,1.8314065632731604,50.6975,51.345,51.9925
1.0,privately rent,private rented - occupied,private rented,purpose built flat/maisonette,"purpose built flat, high rise","purpose built flat, high rise",high rise flat,D,D,Yorkshire and the Humber,42.6,,42.6,42.6,42.6
1.0,privately rent,private rented - occupied,private rented,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,A/B,A/B,London,36.85,,36.85,36.85,36.85
1.0,privately rent,private rented - occupied,private rented,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,A/B,A/B,South East,55.0,,55.0,55.0,55.0
1.0,privately rent,private rented - occupied,private rented,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,A/B,A/B,South West,53.46,,53.46,53.46,53.46
1.0,privately rent,private rented - occupied,private rented,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,A/B,A/B,Yorkshire and the Humber,53.0,,53.0,53.0,53.0
1.0,privately rent,private rented - occupied,private rented,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,A/B,C,East,42.75,,42.75,42.75,42.75
1.0,privately rent,private rented - occupied,private rented,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,A/B,C,South East,40.28,,40.28,40.28,40.28
1.0,privately rent,private rented - occupied,private rented,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,C,A/B,East,41.685,0.10606601717798364,41.6475,41.685,41.7225
1.0,privately rent,private rented - occupied,private rented,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,C,A/B,East Midlands,41.25,,41.25,41.25,41.25
1.0,privately rent,private rented - occupied,private rented,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,C,A/B,London,42.9,7.814883236491762,42.24,44.74,47.12
1.0,privately rent,private rented - occupied,private rented,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,C,A/B,North East,38.44,,38.44,38.44,38.44
1.0,privately rent,private rented - occupied,private rented,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,C,A/B,South East,43.045,1.689985207035849,42.447500000000005,43.045,43.6425
1.0,privately rent,private rented - occupied,private rented,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,C,A/B,South West,41.38333333333333,11.414501011140754,37.275000000000006,46.2,47.900000000000006
1.0,privately rent,private rented - occupied,private rented,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,C,A/B,Yorkshire and the Humber,33.95,11.384419177103418,29.924999999999997,33.95,37.975
1.0,privately rent,private rented - occupied,private rented,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,C,C,East,44.965555555555554,13.559509680581291,40.74,47.94,48.96
1.0,privately rent,private rented - occupied,private rented,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,C,C,East Midlands,59.8,,59.8,59.8,59.8
1.0,privately rent,private rented - occupied,private rented,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,C,C,London,45.14739130434783,8.942927229427177,39.185,46.58,49.870000000000005
1.0,privately rent,private rented - occupied,private rented,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,C,C,North West,43.46333333333333,2.795645423392124,41.885,42.47,44.545
1.0,privately rent,private rented - occupied,private rented,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,C,C,South East,51.52333333333333,8.010925872415331,46.5,51.745,56.4825
1.0,privately rent,private rented - occupied,private rented,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,C,C,South West,28.8,,28.8,28.8,28.8
1.0,privately rent,private rented - occupied,private rented,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,C,C,West Midlands,38.83,7.87716954241814,36.045,38.83,41.614999999999995
1.0,privately rent,private rented - occupied,private rented,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,C,C,Yorkshire and the Humber,45.9,,45.9,45.9,45.9
1.0,privately rent,private rented - occupied,private rented,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,C,D,East,36.3525,8.633637221163896,30.385,34.045,40.0125
1.0,privately rent,private rented - occupied,private rented,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,C,D,East Midlands,38.48,,38.48,38.48,38.48
1.0,privately rent,private rented - occupied,private rented,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,C,D,London,39.442,9.554392707022254,37.05,42.0,45.12
1.0,privately rent,private rented - occupied,private rented,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,C,D,South East,50.675,14.24820164090893,45.6375,50.675,55.7125
1.0,privately rent,private rented - occupied,private rented,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,C,D,South West,38.65,10.538277847921835,34.37,41.86,44.535
1.0,privately rent,private rented - occupied,private rented,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,C,D,Yorkshire and the Humber,45.5,,45.5,45.5,45.5
1.0,privately rent,private rented - occupied,private rented,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,C,E,North West,45.5,,45.5,45.5,45.5
1.0,privately rent,private rented - occupied,private rented,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,C,E,South East,31.27,,31.27,31.27,31.27
1.0,privately rent,private rented - occupied,private rented,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,C,E,South West,36.57,,36.57,36.57,36.57
1.0,privately rent,private rented - occupied,private rented,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,D,C,East,48.91,,48.91,48.91,48.91
1.0,privately rent,private rented - occupied,private rented,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,D,C,London,38.48,,38.48,38.48,38.48
1.0,privately rent,private rented - occupied,private rented,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,D,C,South East,33.27,,33.27,33.27,33.27
1.0,privately rent,private rented - occupied,private rented,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,D,C,West Midlands,40.24666666666666,7.788307475525944,36.92,42.16,44.53
1.0,privately rent,private rented - occupied,private rented,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,D,D,East,41.7475,10.04955258421275,40.5,43.17,47.975
1.0,privately rent,private rented - occupied,private rented,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,D,D,East Midlands,40.26,,40.26,40.26,40.26
1.0,privately rent,private rented - occupied,private rented,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,D,D,London,49.68125,4.6067355578543925,49.12,51.120000000000005,52.115
1.0,privately rent,private rented - occupied,private rented,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,D,D,North East,62.14,,62.14,62.14,62.14
1.0,privately rent,private rented - occupied,private rented,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,D,D,North West,42.51,,42.51,42.51,42.51
1.0,privately rent,private rented - occupied,private rented,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,D,D,South East,39.7,3.8222157622684465,36.964999999999996,39.099999999999994,41.835
1.0,privately rent,private rented - occupied,private rented,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,D,D,South West,40.6,,40.6,40.6,40.6
1.0,privately rent,private rented - occupied,private rented,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,D,D,West Midlands,43.22,1.3859292911256362,42.730000000000004,43.22,43.71
1.0,privately rent,private rented - occupied,private rented,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,D,E,East,52.6,1.0748023074035495,52.22,52.6,52.980000000000004
1.0,privately rent,private rented - occupied,private rented,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,D,E,London,52.58,30.575297218506318,41.77,52.58,63.39
1.0,privately rent,private rented - occupied,private rented,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,D,E,South East,48.0975,3.47212110963889,47.1675,48.68,49.61
1.0,privately rent,private rented - occupied,private rented,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,D,E,South West,38.245,9.553012613830257,34.8675,38.245,41.6225
1.0,privately rent,private rented - occupied,private rented,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,D,E,Yorkshire and the Humber,46.08,,46.08,46.08,46.08
1.0,privately rent,private rented - occupied,private rented,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,D,F,London,40.5,,40.5,40.5,40.5
1.0,privately rent,private rented - occupied,private rented,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,E,D,London,49.41,,49.41,49.41,49.41
1.0,privately rent,private rented - occupied,private rented,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,E,D,North East,32.38,,32.38,32.38,32.38
1.0,privately rent,private rented - occupied,private rented,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,E,D,South East,48.96,,48.96,48.96,48.96
1.0,privately rent,private rented - occupied,private rented,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,E,D,West Midlands,41.335,5.791204537917823,39.2875,41.335,43.3825
1.0,privately rent,private rented - occupied,private rented,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,E,E,East,59.0,,59.0,59.0,59.0
1.0,privately rent,private rented - occupied,private rented,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,E,E,London,36.269999999999996,13.109759723198593,31.634999999999998,36.269999999999996,40.905
1.0,privately rent,private rented - occupied,private rented,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,E,F,London,41.82,,41.82,41.82,41.82
1.0,privately rent,private rented - occupied,private rented,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,E,F,South East,62.1,1.2727922061357835,61.650000000000006,62.1,62.55
1.0,privately rent,private rented - occupied,private rented,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,E,F,West Midlands,48.75,,48.75,48.75,48.75
1.0,privately rent,private rented - occupied,private rented,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,E,G,East,32.33,,32.33,32.33,32.33
1.0,privately rent,private rented - occupied,private rented,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,F,E,London,44.8,,44.8,44.8,44.8
1.0,privately rent,private rented - occupied,private rented,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,F,E,South East,64.0,,64.0,64.0,64.0
1.0,privately rent,private rented - occupied,private rented,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,F,F,East,37.8,,37.8,37.8,37.8
1.0,privately rent,private rented - occupied,private rented,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,F,F,East Midlands,56.36,,56.36,56.36,56.36
1.0,privately rent,private rented - occupied,private rented,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,F,F,South West,28.770000000000003,6.06697618258058,26.625,28.770000000000003,30.915000000000003
1.0,privately rent,private rented - occupied,private rented,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,G,F,South East,46.67,,46.67,46.67,46.67
1.0,privately rent,private rented - occupied,private rented,semi-detached,bungalow,bungalow,house or bungalow,D,E,East,33.22,,33.22,33.22,33.22
1.0,privately rent,private rented - occupied,private rented,semi-detached,semi detached,semi-detached house,house or bungalow,C,C,North East,66.32,,66.32,66.32,66.32
1.0,privately rent,private rented - occupied,private rented,semi-detached,semi detached,semi-detached house,house or bungalow,E,E,South West,92.99,,92.99,92.99,92.99
1.0,privately rent,private rented - occupied,private rented,semi-detached,semi detached,semi-detached house,house or bungalow,F,D,South West,35.22,,35.22,35.22,35.22
1.0,privately rent,private rented - occupied,private rented,terrace/end of terrace,bungalow,bungalow,house or bungalow,C,C,South East,29.69,,29.69,29.69,29.69
1.0,privately rent,private rented - occupied,private rented,terrace/end of terrace,bungalow,bungalow,house or bungalow,D,D,East Midlands,48.44,,48.44,48.44,48.44
1.0,privately rent,private rented - occupied,private rented,terrace/end of terrace,bungalow,bungalow,house or bungalow,D,F,South East,52.82,,52.82,52.82,52.82
1.0,privately rent,private rented - occupied,private rented,terrace/end of terrace,bungalow,bungalow,house or bungalow,E,F,South East,49.37,,49.37,49.37,49.37
1.0,privately rent,private rented - occupied,private rented,terrace/end of terrace,bungalow,bungalow,house or bungalow,E,G,South East,64.67,,64.67,64.67,64.67
1.0,privately rent,private rented - occupied,private rented,terrace/end of terrace,end terrace,medium/large terraced house,house or bungalow,E,F,North West,75.84,,75.84,75.84,75.84
