,1,2,3,4,5,6+
1,19.000027,0.000000,0.000000,0.000000,0.000000,0.000000
2,368.822264,267.178603,0.000000,0.000000,0.000000,0.000000
3,114.991245,83.300828,119.707534,0.000000,0.000000,0.000000
4,39.381122,28.528085,40.996312,9.094271,0.000000,0.000000
5,15.080279,10.924308,15.698786,3.482485,9.813939,0.000000
6,4.386990,3.177980,4.566920,1.013086,2.854964,0.000000
7,1.096748,0.794495,1.141730,0.253272,0.713741,0.000000
8,0.548374,0.397248,0.570865,0.126636,0.356871,0.000000
9,0.548374,0.397248,0.570865,0.126636,0.356871,0.000000
