,1,2,3,4+
1,40.999908,0.000000,0.000000,0.000000
2,97.008624,779.990571,0.000000,0.000000
3,143.576023,1154.412247,1295.011623,0.000000
4,169.928395,1366.296522,1532.701929,448.073595
5,130.598934,1050.070941,1177.962273,344.368191
6,57.206488,459.964482,515.984954,150.844224
7,18.746721,150.731604,169.089664,49.432060
8,7.102495,57.107077,64.062321,18.728126
9,2.270866,18.258725,20.482511,5.987904
10,0.724744,5.827253,6.536972,1.911033
11,0.144949,1.165451,1.307394,0.382207
12,0.096633,0.776967,0.871596,0.254804
13,0.048316,0.388484,0.435798,0.127402
18,0.048316,0.388484,0.435798,0.127402
40,0.048316,0.388484,0.435798,0.127402
66,0.048316,0.388484,0.435798,0.127402
