,1,2,3,4+
1,51.999741,0.000000,0.000000,0.000000
2,143.444220,1754.550883,0.000000,0.000000
3,325.834020,3985.468130,5544.694128,0.000000
4,495.311296,6058.444689,8428.676780,3288.570890
5,444.915385,5442.022562,7571.093170,2953.972166
6,154.603488,1891.046470,2630.876453,1026.474730
7,57.905146,708.272008,985.367719,384.455554
8,26.512750,324.293082,451.165557,176.028807
9,12.334664,150.872548,209.898086,81.894793
10,6.018232,73.612540,102.411814,39.957459
11,2.575369,31.500862,43.824875,17.098913
12,1.165693,14.258285,19.836522,7.739508
13,0.677729,8.289700,11.532862,4.499714
14,0.379528,4.642232,6.458403,2.519840
15,0.243982,2.984292,4.151830,1.619897
16,0.054218,0.663176,0.922629,0.359977
17,0.081327,0.994764,1.383943,0.539966
19,0.054218,0.663176,0.922629,0.359977
20,0.054218,0.663176,0.922629,0.359977
21,0.027109,0.331588,0.461314,0.179989
22,0.054218,0.663176,0.922629,0.359977
25,0.027109,0.331588,0.461314,0.179989
28,0.054218,0.663176,0.922629,0.359977
41,0.027109,0.331588,0.461314,0.179989
50,0.027109,0.331588,0.461314,0.179989
80,0.027109,0.331588,0.461314,0.179989
