,1,2,3,4+
1,22.999886,0.000000,0.000000,0.000000
2,191.622221,1202.372274,0.000000,0.000000
3,286.758290,1799.322733,1750.919154,0.000000
4,210.952251,1323.662449,1288.054607,448.332903
5,173.418099,1088.146843,1058.874607,368.562267
6,82.549337,517.972465,504.038489,175.440573
7,34.180585,214.472974,208.703437,72.643362
8,11.866467,74.458542,72.455533,25.219582
9,4.578909,28.731285,27.958385,9.731469
10,1.031867,6.474656,6.300481,2.193007
11,0.515933,3.237328,3.150241,1.096504
13,0.064492,0.404666,0.393780,0.137063
14,0.128983,0.809332,0.787560,0.274126
15,0.064492,0.404666,0.393780,0.137063
16,0.128983,0.809332,0.787560,0.274126
