,1,2,3,4+
1,1079.000465,0.000000,0.000000,0.000000
2,5359.329227,4817.672542,0.000000,0.000000
3,4902.051913,4406.611332,614.336908,0.000000
4,539.519879,484.991684,67.613926,94.872592
5,100.904308,90.706111,12.645570,17.743652
6,19.090004,17.160616,2.392405,3.356907
7,5.454287,4.903033,0.683544,0.959116
8,2.727143,2.451517,0.341772,0.479558
9,1.363572,1.225758,0.170886,0.239779
10,0.454524,0.408586,0.056962,0.079926
11,0.454524,0.408586,0.056962,0.079926
12,0.454524,0.408586,0.056962,0.079926
25,0.454524,0.408586,0.056962,0.079926
31,0.454524,0.408586,0.056962,0.079926
