nbedsx,tenex,tenure8x,tenure4x,accomhh1,dwtypenx,dwtype8x,dwtype3x,EPceeb12e,EPceib12e,gorehs,mean,std,p25,median,p75
2.0,own outright,owner occupied - occupied,owner occupied,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,C,C,London,58.25857142857143,13.127272410991589,53.474999999999994,58.28,63.620000000000005
2.0,own outright,owner occupied - occupied,owner occupied,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,C,C,North East,66.808,15.54071973880232,55.58,57.87,76.89
2.0,own outright,owner occupied - occupied,owner occupied,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,C,C,North West,58.51666666666667,12.016895883158288,52.8575,63.004999999999995,66.3575
2.0,own outright,owner occupied - occupied,owner occupied,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,C,C,South East,72.74,27.365773513642914,52.9525,69.67,81.9625
2.0,own outright,owner occupied - occupied,owner occupied,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,C,C,South West,56.015,15.508244044163524,45.4725,52.81,63.3525
2.0,own outright,owner occupied - occupied,owner occupied,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,C,C,West Midlands,55.1925,7.131434521422274,50.230000000000004,54.795,59.7575
2.0,own outright,owner occupied - occupied,owner occupied,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,C,C,Yorkshire and the Humber,69.5425,7.669296391642271,62.705,71.27000000000001,74.1375
2.0,own outright,owner occupied - occupied,owner occupied,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,C,D,East Midlands,53.26,,53.26,53.26,53.26
2.0,own outright,owner occupied - occupied,owner occupied,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,C,D,London,83.39333333333333,21.82553626679842,71.565,79.09,93.07
2.0,own outright,owner occupied - occupied,owner occupied,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,C,D,North East,65.08,,65.08,65.08,65.08
2.0,own outright,owner occupied - occupied,owner occupied,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,C,D,North West,53.99,,53.99,53.99,53.99
2.0,own outright,owner occupied - occupied,owner occupied,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,C,D,South East,65.71285714285715,8.030956178616417,60.405,64.24,71.215
2.0,own outright,owner occupied - occupied,owner occupied,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,C,D,South West,52.44,,52.44,52.44,52.44
2.0,own outright,owner occupied - occupied,owner occupied,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,C,D,West Midlands,88.9,,88.9,88.9,88.9
2.0,own outright,owner occupied - occupied,owner occupied,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,C,D,Yorkshire and the Humber,66.185,17.95344117432644,59.8375,66.185,72.5325
2.0,own outright,owner occupied - occupied,owner occupied,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,D,C,South East,48.305,2.0152543263816565,47.5925,48.305,49.0175
2.0,own outright,owner occupied - occupied,owner occupied,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,D,D,East,72.265,17.4301821562484,66.10249999999999,72.265,78.42750000000001
2.0,own outright,owner occupied - occupied,owner occupied,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,D,D,London,63.27,3.363614127690634,61.334999999999994,61.62,64.38
2.0,own outright,owner occupied - occupied,owner occupied,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,D,D,North East,68.4,,68.4,68.4,68.4
2.0,own outright,owner occupied - occupied,owner occupied,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,D,D,North West,65.47666666666667,7.959688017336694,61.69,66.2,69.625
2.0,own outright,owner occupied - occupied,owner occupied,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,D,D,South East,68.752,24.81560637985701,49.27,61.53,88.75
2.0,own outright,owner occupied - occupied,owner occupied,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,D,D,South West,49.040000000000006,0.5798275605729667,48.835,49.040000000000006,49.245000000000005
2.0,own outright,owner occupied - occupied,owner occupied,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,D,D,West Midlands,54.49,,54.49,54.49,54.49
2.0,own outright,owner occupied - occupied,owner occupied,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,D,D,Yorkshire and the Humber,95.35499999999999,86.75493098377751,64.6825,95.35499999999999,126.02749999999999
2.0,own outright,owner occupied - occupied,owner occupied,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,D,E,North East,74.67,,74.67,74.67,74.67
2.0,own outright,owner occupied - occupied,owner occupied,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,D,E,North West,52.57,,52.57,52.57,52.57
2.0,own outright,owner occupied - occupied,owner occupied,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,D,E,South East,61.803333333333335,4.882676861449402,59.41,61.99,64.29
2.0,own outright,owner occupied - occupied,owner occupied,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,D,E,South West,76.25333333333333,5.715123212436741,73.58000000000001,76.93,79.265
2.0,own outright,owner occupied - occupied,owner occupied,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,D,E,West Midlands,72.89,,72.89,72.89,72.89
2.0,own outright,owner occupied - occupied,owner occupied,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,E,D,London,42.64,,42.64,42.64,42.64
2.0,own outright,owner occupied - occupied,owner occupied,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,E,E,London,53.8,,53.8,53.8,53.8
2.0,own outright,owner occupied - occupied,owner occupied,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,E,E,North West,49.0,,49.0,49.0,49.0
2.0,own outright,owner occupied - occupied,owner occupied,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,E,E,South West,69.035,27.584235534087217,59.2825,69.035,78.78750000000001
2.0,own outright,owner occupied - occupied,owner occupied,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,E,E,West Midlands,63.775,13.651218504831967,55.1125,59.09,67.7525
2.0,own outright,owner occupied - occupied,owner occupied,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,E,F,East,61.79,,61.79,61.79,61.79
2.0,own outright,owner occupied - occupied,owner occupied,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,E,F,South East,104.56,,104.56,104.56,104.56
2.0,own outright,owner occupied - occupied,owner occupied,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,E,F,Yorkshire and the Humber,74.97,,74.97,74.97,74.97
2.0,own outright,owner occupied - occupied,owner occupied,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,F,E,East,47.68,,47.68,47.68,47.68
2.0,own outright,owner occupied - occupied,owner occupied,semi-detached,bungalow,bungalow,house or bungalow,A/B,C,North West,76.52,,76.52,76.52,76.52
2.0,own outright,owner occupied - occupied,owner occupied,semi-detached,bungalow,bungalow,house or bungalow,C,C,East,62.849999999999994,14.297699115591982,57.795,62.849999999999994,67.905
2.0,own outright,owner occupied - occupied,owner occupied,semi-detached,bungalow,bungalow,house or bungalow,C,C,East Midlands,42.91,,42.91,42.91,42.91
2.0,own outright,owner occupied - occupied,owner occupied,semi-detached,bungalow,bungalow,house or bungalow,C,C,North East,52.71,6.581823455547864,50.8,56.49,56.510000000000005
2.0,own outright,owner occupied - occupied,owner occupied,semi-detached,bungalow,bungalow,house or bungalow,C,C,South East,60.31,,60.31,60.31,60.31
2.0,own outright,owner occupied - occupied,owner occupied,semi-detached,bungalow,bungalow,house or bungalow,C,C,South West,53.73333333333333,6.729742441827424,49.945,51.44,56.375
2.0,own outright,owner occupied - occupied,owner occupied,semi-detached,bungalow,bungalow,house or bungalow,C,C,West Midlands,61.92,,61.92,61.92,61.92
2.0,own outright,owner occupied - occupied,owner occupied,semi-detached,bungalow,bungalow,house or bungalow,C,C,Yorkshire and the Humber,58.55500000000001,17.30290293563482,52.4375,58.55500000000001,64.6725
2.0,own outright,owner occupied - occupied,owner occupied,semi-detached,bungalow,bungalow,house or bungalow,C,D,East,68.1,5.048742417671955,66.315,68.1,69.885
2.0,own outright,owner occupied - occupied,owner occupied,semi-detached,bungalow,bungalow,house or bungalow,C,D,North East,71.26,,71.26,71.26,71.26
2.0,own outright,owner occupied - occupied,owner occupied,semi-detached,bungalow,bungalow,house or bungalow,C,D,North West,61.668000000000006,13.515277281654265,54.92,55.15,64.97
2.0,own outright,owner occupied - occupied,owner occupied,semi-detached,bungalow,bungalow,house or bungalow,C,D,Yorkshire and the Humber,68.25,13.180470401317239,63.589999999999996,68.25,72.91
2.0,own outright,owner occupied - occupied,owner occupied,semi-detached,bungalow,bungalow,house or bungalow,D,C,East,58.01,,58.01,58.01,58.01
2.0,own outright,owner occupied - occupied,owner occupied,semi-detached,bungalow,bungalow,house or bungalow,D,D,North East,70.48333333333333,10.255346573048294,66.47,74.01,76.26
2.0,own outright,owner occupied - occupied,owner occupied,semi-detached,bungalow,bungalow,house or bungalow,D,D,North West,61.36666666666667,7.130123888591745,58.04,60.815,63.1025
2.0,own outright,owner occupied - occupied,owner occupied,semi-detached,bungalow,bungalow,house or bungalow,D,D,South East,72.15,18.233314290057088,53.44,77.65,86.47
2.0,own outright,owner occupied - occupied,owner occupied,semi-detached,bungalow,bungalow,house or bungalow,D,D,South West,51.81,,51.81,51.81,51.81
2.0,own outright,owner occupied - occupied,owner occupied,semi-detached,bungalow,bungalow,house or bungalow,D,D,Yorkshire and the Humber,58.85333333333333,17.838347270230315,48.585,49.96,64.675
2.0,own outright,owner occupied - occupied,owner occupied,semi-detached,bungalow,bungalow,house or bungalow,D,E,East,76.2,,76.2,76.2,76.2
2.0,own outright,owner occupied - occupied,owner occupied,semi-detached,bungalow,bungalow,house or bungalow,D,E,West Midlands,63.92,,63.92,63.92,63.92
2.0,own outright,owner occupied - occupied,owner occupied,semi-detached,bungalow,bungalow,house or bungalow,D,F,South West,49.07,,49.07,49.07,49.07
2.0,own outright,owner occupied - occupied,owner occupied,semi-detached,bungalow,bungalow,house or bungalow,E,E,North East,64.875,16.256384899478725,59.127500000000005,64.875,70.6225
2.0,own outright,owner occupied - occupied,owner occupied,semi-detached,bungalow,bungalow,house or bungalow,E,F,South West,61.7,,61.7,61.7,61.7
2.0,own outright,owner occupied - occupied,owner occupied,semi-detached,bungalow,bungalow,house or bungalow,F,D,East Midlands,101.15,,101.15,101.15,101.15
2.0,own outright,owner occupied - occupied,owner occupied,semi-detached,bungalow,bungalow,house or bungalow,F,E,East,73.21,,73.21,73.21,73.21
2.0,own outright,owner occupied - occupied,owner occupied,semi-detached,semi detached,semi-detached house,house or bungalow,A/B,A/B,Yorkshire and the Humber,58.23,,58.23,58.23,58.23
2.0,own outright,owner occupied - occupied,owner occupied,semi-detached,semi detached,semi-detached house,house or bungalow,A/B,C,London,71.69,,71.69,71.69,71.69
2.0,own outright,owner occupied - occupied,owner occupied,semi-detached,semi detached,semi-detached house,house or bungalow,C,A/B,North West,138.06,,138.06,138.06,138.06
2.0,own outright,owner occupied - occupied,owner occupied,semi-detached,semi detached,semi-detached house,house or bungalow,C,C,East,74.39,,74.39,74.39,74.39
2.0,own outright,owner occupied - occupied,owner occupied,semi-detached,semi detached,semi-detached house,house or bungalow,C,C,East Midlands,73.58,,73.58,73.58,73.58
2.0,own outright,owner occupied - occupied,owner occupied,semi-detached,semi detached,semi-detached house,house or bungalow,C,C,London,61.75,2.4890158697766442,60.870000000000005,61.75,62.629999999999995
2.0,own outright,owner occupied - occupied,owner occupied,semi-detached,semi detached,semi-detached house,house or bungalow,C,C,North East,73.64999999999999,14.885536604368685,68.11,79.49,82.11
2.0,own outright,owner occupied - occupied,owner occupied,semi-detached,semi detached,semi-detached house,house or bungalow,C,C,North West,68.0,,68.0,68.0,68.0
2.0,own outright,owner occupied - occupied,owner occupied,semi-detached,semi detached,semi-detached house,house or bungalow,C,C,South East,71.622,7.565822493291792,67.49,71.39,74.99
2.0,own outright,owner occupied - occupied,owner occupied,semi-detached,semi detached,semi-detached house,house or bungalow,C,C,South West,56.135000000000005,2.778929650063134,55.1525,56.135000000000005,57.1175
2.0,own outright,owner occupied - occupied,owner occupied,semi-detached,semi detached,semi-detached house,house or bungalow,C,C,West Midlands,78.76,,78.76,78.76,78.76
2.0,own outright,owner occupied - occupied,owner occupied,semi-detached,semi detached,semi-detached house,house or bungalow,C,C,Yorkshire and the Humber,82.29333333333334,28.076070475287903,72.46000000000001,94.78,98.37
2.0,own outright,owner occupied - occupied,owner occupied,semi-detached,semi detached,semi-detached house,house or bungalow,C,D,London,110.26,,110.26,110.26,110.26
2.0,own outright,owner occupied - occupied,owner occupied,semi-detached,semi detached,semi-detached house,house or bungalow,C,D,North East,68.422,14.833845421872239,63.69,65.17,65.3
2.0,own outright,owner occupied - occupied,owner occupied,semi-detached,semi detached,semi-detached house,house or bungalow,C,D,North West,70.265,25.066935393063105,61.402499999999996,70.265,79.1275
2.0,own outright,owner occupied - occupied,owner occupied,semi-detached,semi detached,semi-detached house,house or bungalow,C,D,South East,71.57,,71.57,71.57,71.57
2.0,own outright,owner occupied - occupied,owner occupied,semi-detached,semi detached,semi-detached house,house or bungalow,C,D,West Midlands,90.38,,90.38,90.38,90.38
2.0,own outright,owner occupied - occupied,owner occupied,semi-detached,semi detached,semi-detached house,house or bungalow,D,C,North East,48.55,,48.55,48.55,48.55
2.0,own outright,owner occupied - occupied,owner occupied,semi-detached,semi detached,semi-detached house,house or bungalow,D,D,East,81.34,19.318157262016474,74.51,81.34,88.17
2.0,own outright,owner occupied - occupied,owner occupied,semi-detached,semi detached,semi-detached house,house or bungalow,D,D,East Midlands,90.86333333333334,52.72468555303736,67.695,69.605,84.715
2.0,own outright,owner occupied - occupied,owner occupied,semi-detached,semi detached,semi-detached house,house or bungalow,D,D,North East,61.93666666666667,12.05926338270018,56.845,65.07,68.595
2.0,own outright,owner occupied - occupied,owner occupied,semi-detached,semi detached,semi-detached house,house or bungalow,D,D,North West,61.629999999999995,8.392121305128995,58.09,63.82,66.265
2.0,own outright,owner occupied - occupied,owner occupied,semi-detached,semi detached,semi-detached house,house or bungalow,D,D,South East,99.45,,99.45,99.45,99.45
2.0,own outright,owner occupied - occupied,owner occupied,semi-detached,semi detached,semi-detached house,house or bungalow,D,D,South West,68.76,8.807967983593032,65.215,71.53,73.69
2.0,own outright,owner occupied - occupied,owner occupied,semi-detached,semi detached,semi-detached house,house or bungalow,D,D,West Midlands,71.6325,14.044454124908754,61.402499999999996,67.145,77.375
2.0,own outright,owner occupied - occupied,owner occupied,semi-detached,semi detached,semi-detached house,house or bungalow,D,D,Yorkshire and the Humber,70.47,19.942372978158847,62.872499999999995,66.69999999999999,69.56
2.0,own outright,owner occupied - occupied,owner occupied,semi-detached,semi detached,semi-detached house,house or bungalow,D,E,East,62.815,10.161124445650689,59.222500000000004,62.815,66.4075
2.0,own outright,owner occupied - occupied,owner occupied,semi-detached,semi detached,semi-detached house,house or bungalow,D,E,East Midlands,104.04,,104.04,104.04,104.04
2.0,own outright,owner occupied - occupied,owner occupied,semi-detached,semi detached,semi-detached house,house or bungalow,D,E,North East,84.43,,84.43,84.43,84.43
2.0,own outright,owner occupied - occupied,owner occupied,semi-detached,semi detached,semi-detached house,house or bungalow,D,E,North West,68.305,5.791204537917838,66.2575,68.305,70.3525
2.0,own outright,owner occupied - occupied,owner occupied,semi-detached,semi detached,semi-detached house,house or bungalow,D,E,South West,87.43,,87.43,87.43,87.43
2.0,own outright,owner occupied - occupied,owner occupied,semi-detached,semi detached,semi-detached house,house or bungalow,D,E,West Midlands,83.31,,83.31,83.31,83.31
2.0,own outright,owner occupied - occupied,owner occupied,semi-detached,semi detached,semi-detached house,house or bungalow,D,E,Yorkshire and the Humber,79.32,,79.32,79.32,79.32
2.0,own outright,owner occupied - occupied,owner occupied,semi-detached,semi detached,semi-detached house,house or bungalow,E,E,East Midlands,82.03,,82.03,82.03,82.03
2.0,own outright,owner occupied - occupied,owner occupied,semi-detached,semi detached,semi-detached house,house or bungalow,E,E,London,72.57,,72.57,72.57,72.57
2.0,own outright,owner occupied - occupied,owner occupied,semi-detached,semi detached,semi-detached house,house or bungalow,E,E,North West,79.78,,79.78,79.78,79.78
2.0,own outright,owner occupied - occupied,owner occupied,semi-detached,semi detached,semi-detached house,house or bungalow,E,E,South East,80.22666666666667,24.635710530312156,66.785,74.84,90.975
2.0,own outright,owner occupied - occupied,owner occupied,semi-detached,semi detached,semi-detached house,house or bungalow,E,E,West Midlands,63.67,,63.67,63.67,63.67
2.0,own outright,owner occupied - occupied,owner occupied,semi-detached,semi detached,semi-detached house,house or bungalow,E,E,Yorkshire and the Humber,66.91,,66.91,66.91,66.91
2.0,own outright,owner occupied - occupied,owner occupied,semi-detached,semi detached,semi-detached house,house or bungalow,E,F,East,93.24,,93.24,93.24,93.24
2.0,own outright,owner occupied - occupied,owner occupied,semi-detached,semi detached,semi-detached house,house or bungalow,E,F,South West,56.63,,56.63,56.63,56.63
2.0,own outright,owner occupied - occupied,owner occupied,semi-detached,semi detached,semi-detached house,house or bungalow,E,F,West Midlands,50.9,,50.9,50.9,50.9
2.0,own outright,owner occupied - occupied,owner occupied,semi-detached,semi detached,semi-detached house,house or bungalow,F,D,South East,70.71,,70.71,70.71,70.71
2.0,own outright,owner occupied - occupied,owner occupied,semi-detached,semi detached,semi-detached house,house or bungalow,F,F,North West,59.11,,59.11,59.11,59.11
2.0,own outright,owner occupied - occupied,owner occupied,terrace/end of terrace,bungalow,bungalow,house or bungalow,C,C,South West,41.72,,41.72,41.72,41.72
2.0,own outright,owner occupied - occupied,owner occupied,terrace/end of terrace,bungalow,bungalow,house or bungalow,C,C,West Midlands,52.085,7.148849557795995,49.557500000000005,52.085,54.6125
2.0,own outright,owner occupied - occupied,owner occupied,terrace/end of terrace,bungalow,bungalow,house or bungalow,C,C,Yorkshire and the Humber,65.58,,65.58,65.58,65.58
2.0,own outright,owner occupied - occupied,owner occupied,terrace/end of terrace,bungalow,bungalow,house or bungalow,C,D,North East,59.9,12.360226535140853,55.53,59.9,64.27
2.0,own outright,owner occupied - occupied,owner occupied,terrace/end of terrace,bungalow,bungalow,house or bungalow,C,D,South East,62.02,,62.02,62.02,62.02
2.0,own outright,owner occupied - occupied,owner occupied,terrace/end of terrace,bungalow,bungalow,house or bungalow,C,D,South West,48.48,,48.48,48.48,48.48
2.0,own outright,owner occupied - occupied,owner occupied,terrace/end of terrace,bungalow,bungalow,house or bungalow,D,D,North West,32.06,,32.06,32.06,32.06
2.0,own outright,owner occupied - occupied,owner occupied,terrace/end of terrace,bungalow,bungalow,house or bungalow,D,D,South West,60.64,,60.64,60.64,60.64
2.0,own outright,owner occupied - occupied,owner occupied,terrace/end of terrace,bungalow,bungalow,house or bungalow,D,E,South East,78.97,,78.97,78.97,78.97
2.0,own outright,owner occupied - occupied,owner occupied,terrace/end of terrace,bungalow,bungalow,house or bungalow,E,D,East,58.23,,58.23,58.23,58.23
2.0,own outright,owner occupied - occupied,owner occupied,terrace/end of terrace,bungalow,bungalow,house or bungalow,E,E,North East,52.35,,52.35,52.35,52.35
2.0,own outright,owner occupied - occupied,owner occupied,terrace/end of terrace,bungalow,bungalow,house or bungalow,E,E,North West,46.075,15.224008998946369,40.6925,46.075,51.4575
2.0,own outright,owner occupied - occupied,owner occupied,terrace/end of terrace,end terrace,medium/large terraced house,house or bungalow,C,C,East Midlands,73.46,,73.46,73.46,73.46
2.0,own outright,owner occupied - occupied,owner occupied,terrace/end of terrace,end terrace,medium/large terraced house,house or bungalow,C,C,South East,95.33,,95.33,95.33,95.33
2.0,own outright,owner occupied - occupied,owner occupied,terrace/end of terrace,end terrace,medium/large terraced house,house or bungalow,C,C,South West,85.365,15.535135982668448,79.8725,85.365,90.85749999999999
2.0,own outright,owner occupied - occupied,owner occupied,terrace/end of terrace,end terrace,medium/large terraced house,house or bungalow,C,C,Yorkshire and the Humber,82.28,,82.28,82.28,82.28
2.0,own outright,owner occupied - occupied,owner occupied,terrace/end of terrace,end terrace,medium/large terraced house,house or bungalow,C,D,North West,77.4,,77.4,77.4,77.4
2.0,own outright,owner occupied - occupied,owner occupied,terrace/end of terrace,end terrace,medium/large terraced house,house or bungalow,C,D,Yorkshire and the Humber,82.1,,82.1,82.1,82.1
2.0,own outright,owner occupied - occupied,owner occupied,terrace/end of terrace,end terrace,medium/large terraced house,house or bungalow,D,D,London,85.15,,85.15,85.15,85.15
2.0,own outright,owner occupied - occupied,owner occupied,terrace/end of terrace,end terrace,medium/large terraced house,house or bungalow,D,D,North East,81.005,3.5850313806158063,79.7375,81.005,82.27250000000001
2.0,own outright,owner occupied - occupied,owner occupied,terrace/end of terrace,end terrace,medium/large terraced house,house or bungalow,D,D,North West,79.02,,79.02,79.02,79.02
2.0,own outright,owner occupied - occupied,owner occupied,terrace/end of terrace,end terrace,medium/large terraced house,house or bungalow,D,D,South East,95.865,6.498311319104371,93.5675,95.865,98.1625
2.0,own outright,owner occupied - occupied,owner occupied,terrace/end of terrace,end terrace,medium/large terraced house,house or bungalow,D,D,South West,95.73,,95.73,95.73,95.73
2.0,own outright,owner occupied - occupied,owner occupied,terrace/end of terrace,end terrace,medium/large terraced house,house or bungalow,D,D,West Midlands,82.14,,82.14,82.14,82.14
2.0,own outright,owner occupied - occupied,owner occupied,terrace/end of terrace,end terrace,medium/large terraced house,house or bungalow,D,E,East,83.96333333333332,8.42230570172642,79.155,80.41,86.995
2.0,own outright,owner occupied - occupied,owner occupied,terrace/end of terrace,end terrace,medium/large terraced house,house or bungalow,D,E,East Midlands,83.9,,83.9,83.9,83.9
2.0,own outright,owner occupied - occupied,owner occupied,terrace/end of terrace,end terrace,medium/large terraced house,house or bungalow,D,E,North East,77.96,,77.96,77.96,77.96
2.0,own outright,owner occupied - occupied,owner occupied,terrace/end of terrace,end terrace,medium/large terraced house,house or bungalow,D,E,North West,82.42,1.8101933598375632,81.78,82.42,83.06
2.0,own outright,owner occupied - occupied,owner occupied,terrace/end of terrace,end terrace,medium/large terraced house,house or bungalow,D,E,South West,78.76,,78.76,78.76,78.76
2.0,own outright,owner occupied - occupied,owner occupied,terrace/end of terrace,end terrace,medium/large terraced house,house or bungalow,D,F,South West,73.62,,73.62,73.62,73.62
2.0,own outright,owner occupied - occupied,owner occupied,terrace/end of terrace,end terrace,medium/large terraced house,house or bungalow,E,E,East Midlands,77.45,,77.45,77.45,77.45
2.0,own outright,owner occupied - occupied,owner occupied,terrace/end of terrace,end terrace,medium/large terraced house,house or bungalow,E,E,North East,140.73,,140.73,140.73,140.73
2.0,own outright,owner occupied - occupied,owner occupied,terrace/end of terrace,end terrace,medium/large terraced house,house or bungalow,E,E,North West,80.1,,80.1,80.1,80.1
2.0,own outright,owner occupied - occupied,owner occupied,terrace/end of terrace,end terrace,medium/large terraced house,house or bungalow,E,F,East,87.01,,87.01,87.01,87.01
2.0,own outright,owner occupied - occupied,owner occupied,terrace/end of terrace,end terrace,medium/large terraced house,house or bungalow,E,F,East Midlands,75.96,,75.96,75.96,75.96
2.0,own outright,owner occupied - occupied,owner occupied,terrace/end of terrace,end terrace,medium/large terraced house,house or bungalow,E,F,South West,77.25,,77.25,77.25,77.25
2.0,own outright,owner occupied - occupied,owner occupied,terrace/end of terrace,end terrace,medium/large terraced house,house or bungalow,F,G,South East,119.74,,119.74,119.74,119.74
2.0,own outright,owner occupied - occupied,owner occupied,terrace/end of terrace,end terrace,small terraced house,house or bungalow,C,C,East,53.76666666666667,4.803502194579842,50.995,51.16,55.235
2.0,own outright,owner occupied - occupied,owner occupied,terrace/end of terrace,end terrace,small terraced house,house or bungalow,C,C,London,63.08,,63.08,63.08,63.08
2.0,own outright,owner occupied - occupied,owner occupied,terrace/end of terrace,end terrace,small terraced house,house or bungalow,C,C,North West,69.5,,69.5,69.5,69.5
2.0,own outright,owner occupied - occupied,owner occupied,terrace/end of terrace,end terrace,small terraced house,house or bungalow,C,C,South East,52.31,6.576093065034898,49.985,52.31,54.635
2.0,own outright,owner occupied - occupied,owner occupied,terrace/end of terrace,end terrace,small terraced house,house or bungalow,C,C,South West,65.7,,65.7,65.7,65.7
2.0,own outright,owner occupied - occupied,owner occupied,terrace/end of terrace,end terrace,small terraced house,house or bungalow,C,C,Yorkshire and the Humber,64.48,,64.48,64.48,64.48
2.0,own outright,owner occupied - occupied,owner occupied,terrace/end of terrace,end terrace,small terraced house,house or bungalow,D,D,East,62.57333333333333,3.6137837972592313,60.54,61.35,63.995000000000005
2.0,own outright,owner occupied - occupied,owner occupied,terrace/end of terrace,end terrace,small terraced house,house or bungalow,D,D,East Midlands,65.61,1.4566399692442895,65.095,65.61,66.125
2.0,own outright,owner occupied - occupied,owner occupied,terrace/end of terrace,end terrace,small terraced house,house or bungalow,D,D,London,40.61,,40.61,40.61,40.61
2.0,own outright,owner occupied - occupied,owner occupied,terrace/end of terrace,end terrace,small terraced house,house or bungalow,D,D,North East,40.32,,40.32,40.32,40.32
2.0,own outright,owner occupied - occupied,owner occupied,terrace/end of terrace,end terrace,small terraced house,house or bungalow,D,D,North West,60.757999999999996,4.875419981909252,57.44,57.58,63.56
2.0,own outright,owner occupied - occupied,owner occupied,terrace/end of terrace,end terrace,small terraced house,house or bungalow,D,D,South West,57.084999999999994,3.1324830406564077,55.9775,57.084999999999994,58.192499999999995
2.0,own outright,owner occupied - occupied,owner occupied,terrace/end of terrace,end terrace,small terraced house,house or bungalow,D,D,Yorkshire and the Humber,48.163333333333334,4.454327483844596,46.61,50.16,50.715
2.0,own outright,owner occupied - occupied,owner occupied,terrace/end of terrace,end terrace,small terraced house,house or bungalow,D,E,North West,56.37,,56.37,56.37,56.37
2.0,own outright,owner occupied - occupied,owner occupied,terrace/end of terrace,end terrace,small terraced house,house or bungalow,D,E,South East,46.5,,46.5,46.5,46.5
2.0,own outright,owner occupied - occupied,owner occupied,terrace/end of terrace,end terrace,small terraced house,house or bungalow,D,E,South West,62.864999999999995,6.71044335346034,60.4925,62.864999999999995,65.2375
2.0,own outright,owner occupied - occupied,owner occupied,terrace/end of terrace,end terrace,small terraced house,house or bungalow,D,E,Yorkshire and the Humber,54.59,7.297341981845168,52.01,54.59,57.17
2.0,own outright,owner occupied - occupied,owner occupied,terrace/end of terrace,end terrace,small terraced house,house or bungalow,D,F,East,52.0,,52.0,52.0,52.0
2.0,own outright,owner occupied - occupied,owner occupied,terrace/end of terrace,end terrace,small terraced house,house or bungalow,G,F,East,53.92,,53.92,53.92,53.92
2.0,own outright,owner occupied - occupied,owner occupied,terrace/end of terrace,mid terrace,medium/large terraced house,house or bungalow,C,C,East,73.32,,73.32,73.32,73.32
2.0,own outright,owner occupied - occupied,owner occupied,terrace/end of terrace,mid terrace,medium/large terraced house,house or bungalow,C,C,London,77.46000000000001,8.82469262920811,74.34,77.46000000000001,80.58
