serialanon,nbedsx,tenex,accomhh1,dwtypenx,dwtype8x,dwtype3x,floorx,floory,EPceeb12e,EPceib12e,gorehs,tenure8x,tenure4x
20230001605.0,3.0,own with mortgage,semi-detached,semi detached,semi-detached house,house or bungalow,57.02,62.06,D,D,South East,owner occupied - occupied,owner occupied
20230001608.0,3.0,rent from local authority,terrace/end of terrace,mid terrace,medium/large terraced house,house or bungalow,76.73,82.44,C,D,East,local authority - occupied,local authority
20230001609.0,1.0,privately rent,other,converted flat,converted flat,low rise flat,66.95,67.32,G,F,West Midlands,private rented - occupied,private rented
20230001618.0,4.0,own outright,detached house or bungalow,detached,detached house,house or bungalow,142.03,149.22,C,D,South East,owner occupied - occupied,owner occupied
20230001625.0,3.0,rent from housing association,semi-detached,semi detached,semi-detached house,house or bungalow,72.64,77.18,C,C,West Midlands,housing association - occupied,housing association
20230001665.0,4.0,own with mortgage,terrace/end of terrace,mid terrace,medium/large terraced house,house or bungalow,141.00,149.46,C,C,South West,owner occupied - occupied,owner occupied
20230001666.0,2.0,rent from local authority,terrace/end of terrace,mid terrace,medium/large terraced house,house or bungalow,82.43,86.64,C,C,South East,local authority - occupied,local authority
20230001673.0,1.0,rent from housing association,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,33.24,33.75,C,C,London,housing association - occupied,housing association
20230001695.0,1.0,rent from local authority,semi-detached,bungalow,bungalow,house or bungalow,43.59,44.66,D,D,East Midlands,local authority - occupied,local authority
20230001707.0,2.0,rent from local authority,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,61.24,63.36,C,C,South East,local authority - occupied,local authority
20230001709.0,1.0,privately rent,other,converted flat,converted flat,low rise flat,27.72,28.52,D,C,Yorkshire and the Humber,private rented - occupied,private rented
20230001714.0,2.0,rent from housing association,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,52.80,54.76,C,C,North West,housing association - occupied,housing association
20230001715.0,2.0,own with mortgage,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,50.67,52.15,D,D,North East,owner occupied - occupied,owner occupied
20230001729.0,2.0,rent from local authority,terrace/end of terrace,bungalow,bungalow,house or bungalow,58.66,60.74,D,D,North East,local authority - occupied,local authority
20230001739.0,1.0,rent from housing association,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,43.68,44.80,D,F,South East,housing association - occupied,housing association
20230001753.0,3.0,rent from housing association,terrace/end of terrace,mid terrace,medium/large terraced house,house or bungalow,84.40,92.24,D,D,Yorkshire and the Humber,housing association - occupied,housing association
20230001760.0,3.0,own outright,detached house or bungalow,detached,detached house,house or bungalow,139.52,145.34,G,E,West Midlands,owner occupied - occupied,owner occupied
20230001763.0,2.0,privately rent,terrace/end of terrace,mid terrace,small terraced house,house or bungalow,41.67,45.96,C,C,South West,private rented - occupied,private rented
20230001765.0,3.0,rent from local authority,semi-detached,semi detached,semi-detached house,house or bungalow,78.76,83.90,D,D,London,local authority - occupied,local authority
20230001767.0,1.0,privately rent,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,39.41,40.29,C,C,London,private rented - occupied,private rented
20230001770.0,3.0,own outright,semi-detached,semi detached,semi-detached house,house or bungalow,67.80,72.97,D,E,East,owner occupied - occupied,owner occupied
20230001775.0,4.0,rent from housing association,terrace/end of terrace,end terrace,medium/large terraced house,house or bungalow,93.23,97.90,D,D,East Midlands,housing association - occupied,housing association
20230001781.0,2.0,rent from housing association,terrace/end of terrace,bungalow,bungalow,house or bungalow,69.87,71.50,D,D,East,housing association - occupied,housing association
20230001795.0,2.0,own outright,purpose built flat/maisonette,"purpose built flat, high rise","purpose built flat, high rise",high rise flat,41.99,41.10,C,A/B,South West,owner occupied - occupied,owner occupied
20230001799.0,3.0,privately rent,semi-detached,semi detached,semi-detached house,house or bungalow,94.99,99.68,D,E,South East,private rented - occupied,private rented
20230001803.0,3.0,own with mortgage,terrace/end of terrace,end terrace,medium/large terraced house,house or bungalow,84.71,89.26,D,D,North West,owner occupied - occupied,owner occupied
20230001813.0,3.0,own with mortgage,terrace/end of terrace,mid terrace,medium/large terraced house,house or bungalow,90.39,99.09,C,C,East Midlands,owner occupied - occupied,owner occupied
20230001829.0,3.0,privately rent,terrace/end of terrace,mid terrace,medium/large terraced house,house or bungalow,70.25,77.85,D,E,Yorkshire and the Humber,private rented - occupied,private rented
20230001832.0,2.0,rent from housing association,semi-detached,bungalow,bungalow,house or bungalow,48.42,50.32,D,D,North East,housing association - occupied,housing association
20230001841.0,2.0,rent from housing association,semi-detached,bungalow,bungalow,house or bungalow,71.45,73.87,D,E,East Midlands,housing association - occupied,housing association
20230001843.0,3.0,own with mortgage,semi-detached,semi detached,semi-detached house,house or bungalow,70.32,65.66,D,D,North West,owner occupied - occupied,owner occupied
20230001845.0,4.0,privately rent,terrace/end of terrace,mid terrace,medium/large terraced house,house or bungalow,79.35,84.88,D,E,North West,private rented - occupied,private rented
20230001847.0,3.0,own outright,terrace/end of terrace,mid terrace,medium/large terraced house,house or bungalow,86.64,94.89,D,E,West Midlands,owner occupied - occupied,owner occupied
20230001848.0,2.0,rent from housing association,semi-detached,semi detached,semi-detached house,house or bungalow,63.85,68.30,C,C,North West,housing association - occupied,housing association
20230001851.0,4.0,own with mortgage,semi-detached,semi detached,semi-detached house,house or bungalow,138.34,147.60,C,C,West Midlands,owner occupied - occupied,owner occupied
20230001856.0,4.0,own outright,semi-detached,semi detached,semi-detached house,house or bungalow,191.18,190.21,D,E,South West,owner occupied - occupied,owner occupied
20230001858.0,1.0,privately rent,other,converted flat,converted flat,low rise flat,54.99,56.81,D,D,South East,private rented - occupied,private rented
20230001866.0,4.0,own outright,detached house or bungalow,detached,detached house,house or bungalow,237.68,247.42,C,D,South East,owner occupied - occupied,owner occupied
20230001871.0,2.0,own with mortgage,terrace/end of terrace,mid terrace,small terraced house,house or bungalow,69.03,73.34,C,C,South West,owner occupied - occupied,owner occupied
20230001872.0,3.0,privately rent,terrace/end of terrace,mid terrace,medium/large terraced house,house or bungalow,77.70,83.02,D,D,East,private rented - occupied,private rented
20230001890.0,3.0,rent from housing association,semi-detached,semi detached,semi-detached house,house or bungalow,77.41,81.98,C,C,South East,housing association - occupied,housing association
20230001894.0,3.0,rent from housing association,detached house or bungalow,bungalow,bungalow,house or bungalow,90.91,94.08,C,D,East Midlands,housing association - occupied,housing association
20230001897.0,3.0,rent from local authority,terrace/end of terrace,end terrace,medium/large terraced house,house or bungalow,82.80,87.78,D,D,South East,local authority - occupied,local authority
20230001900.0,1.0,rent from housing association,purpose built flat/maisonette,"purpose built flat, high rise","purpose built flat, high rise",high rise flat,31.33,32.00,C,C,South West,housing association - occupied,housing association
20230001907.0,1.0,privately rent,other,converted flat,converted flat,low rise flat,29.19,29.88,F,F,Yorkshire and the Humber,private rented - occupied,private rented
20230001920.0,2.0,privately rent,other,converted flat,converted flat,low rise flat,48.71,50.74,D,D,East,private rented - occupied,private rented
20230001934.0,2.0,privately rent,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,64.63,66.60,C,A/B,South West,private rented - occupied,private rented
20230001941.0,4.0,own with mortgage,detached house or bungalow,detached,detached house,house or bungalow,154.97,163.15,C,D,Yorkshire and the Humber,owner occupied - occupied,owner occupied
20230001942.0,3.0,own outright,semi-detached,semi detached,semi-detached house,house or bungalow,89.70,95.33,D,D,North West,owner occupied - occupied,owner occupied
20230001943.0,3.0,own outright,detached house or bungalow,detached,detached house,house or bungalow,164.78,172.77,E,E,North West,owner occupied - occupied,owner occupied
20230001951.0,3.0,own outright,semi-detached,semi detached,semi-detached house,house or bungalow,80.36,85.20,D,D,North West,owner occupied - occupied,owner occupied
20230001955.0,2.0,own outright,detached house or bungalow,bungalow,bungalow,house or bungalow,80.99,83.33,C,C,South East,owner occupied - occupied,owner occupied
20230001958.0,1.0,rent from housing association,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,32.00,33.58,C,C,South West,housing association - occupied,housing association
20230001959.0,3.0,own outright,detached house or bungalow,detached,detached house,house or bungalow,179.04,185.77,C,D,North West,owner occupied - occupied,owner occupied
20230001961.0,3.0,rent from housing association,terrace/end of terrace,end terrace,medium/large terraced house,house or bungalow,105.47,110.63,C,D,East Midlands,housing association - occupied,housing association
20230001970.0,3.0,privately rent,semi-detached,semi detached,semi-detached house,house or bungalow,59.61,64.20,D,D,North West,private rented - occupied,private rented
20230001978.0,2.0,rent from local authority,terrace/end of terrace,mid terrace,small terraced house,house or bungalow,64.53,68.91,C,C,South East,local authority - occupied,local authority
20230001981.0,3.0,own outright,detached house or bungalow,bungalow,bungalow,house or bungalow,107.58,110.78,D,E,East,owner occupied - occupied,owner occupied
20230001999.0,3.0,own outright,terrace/end of terrace,mid terrace,medium/large terraced house,house or bungalow,93.87,99.16,D,D,North West,owner occupied - occupied,owner occupied
20230002006.0,2.0,own with mortgage,terrace/end of terrace,mid terrace,small terraced house,house or bungalow,61.21,65.40,C,C,London,owner occupied - occupied,owner occupied
20230002007.0,3.0,own outright,terrace/end of terrace,mid terrace,small terraced house,house or bungalow,62.72,67.44,D,D,South West,owner occupied - occupied,owner occupied
