nbedsx,tenex,tenure8x,tenure4x,accomhh1,dwtypenx,dwtype8x,dwtype3x,EPceeb12e,EPceib12e,gorehs,mean,std,p25,median,p75
2.0,own with mortgage,owner occupied - occupied,owner occupied,terrace/end of terrace,mid terrace,small terraced house,house or bungalow,D,E,Yorkshire and the Humber,60.56,,60.56,60.56,60.56
2.0,own with mortgage,owner occupied - occupied,owner occupied,terrace/end of terrace,mid terrace,small terraced house,house or bungalow,E,F,East,48.28,,48.28,48.28,48.28
2.0,own with mortgage,owner occupied - occupied,owner occupied,terrace/end of terrace,mid terrace,small terraced house,house or bungalow,E,F,South West,53.52,,53.52,53.52,53.52
2.0,own with mortgage,owner occupied - occupied,owner occupied,terrace/end of terrace,mid terrace,small terraced house,house or bungalow,F,E,East,59.84,,59.84,59.84,59.84
2.0,own with mortgage,owner occupied - occupied,owner occupied,terrace/end of terrace,mid terrace,small terraced house,house or bungalow,F,F,East,72.77,,72.77,72.77,72.77
2.0,own with mortgage,owner occupied - occupied,owner occupied,terrace/end of terrace,mid terrace,small terraced house,house or bungalow,F,F,North West,64.28,,64.28,64.28,64.28
2.0,own with mortgage,owner occupied - occupied,owner occupied,terrace/end of terrace,mid terrace,small terraced house,house or bungalow,F,F,South West,66.7,,66.7,66.7,66.7
2.0,privately rent,private rented - occupied,private rented,detached house or bungalow,bungalow,bungalow,house or bungalow,C,D,East,67.32,,67.32,67.32,67.32
2.0,privately rent,private rented - occupied,private rented,detached house or bungalow,bungalow,bungalow,house or bungalow,D,D,East Midlands,67.34333333333333,12.541647951259563,62.230000000000004,71.11,74.34
2.0,privately rent,private rented - occupied,private rented,detached house or bungalow,bungalow,bungalow,house or bungalow,D,D,North West,92.50999999999999,35.921024484276614,79.81,92.50999999999999,105.21
2.0,privately rent,private rented - occupied,private rented,detached house or bungalow,bungalow,bungalow,house or bungalow,D,D,South East,89.54,,89.54,89.54,89.54
2.0,privately rent,private rented - occupied,private rented,detached house or bungalow,bungalow,bungalow,house or bungalow,D,D,South West,86.24000000000001,16.051323932934636,80.565,86.24000000000001,91.915
2.0,privately rent,private rented - occupied,private rented,detached house or bungalow,bungalow,bungalow,house or bungalow,D,D,West Midlands,54.05,,54.05,54.05,54.05
2.0,privately rent,private rented - occupied,private rented,detached house or bungalow,bungalow,bungalow,house or bungalow,D,E,East,74.025,24.65681345997491,65.3075,74.025,82.74249999999999
2.0,privately rent,private rented - occupied,private rented,detached house or bungalow,bungalow,bungalow,house or bungalow,D,E,East Midlands,97.75,,97.75,97.75,97.75
2.0,privately rent,private rented - occupied,private rented,detached house or bungalow,bungalow,bungalow,house or bungalow,D,E,South East,67.32,,67.32,67.32,67.32
2.0,privately rent,private rented - occupied,private rented,detached house or bungalow,bungalow,bungalow,house or bungalow,D,E,South West,57.96,,57.96,57.96,57.96
2.0,privately rent,private rented - occupied,private rented,detached house or bungalow,bungalow,bungalow,house or bungalow,D,F,East,73.9,,73.9,73.9,73.9
2.0,privately rent,private rented - occupied,private rented,detached house or bungalow,bungalow,bungalow,house or bungalow,E,D,South East,64.0,,64.0,64.0,64.0
2.0,privately rent,private rented - occupied,private rented,detached house or bungalow,bungalow,bungalow,house or bungalow,E,E,North West,86.2,17.5928167159213,79.98,86.2,92.42
2.0,privately rent,private rented - occupied,private rented,detached house or bungalow,bungalow,bungalow,house or bungalow,E,E,South East,79.98,,79.98,79.98,79.98
2.0,privately rent,private rented - occupied,private rented,detached house or bungalow,bungalow,bungalow,house or bungalow,E,F,South East,89.32,,89.32,89.32,89.32
2.0,privately rent,private rented - occupied,private rented,detached house or bungalow,bungalow,bungalow,house or bungalow,F,F,East,48.3,,48.3,48.3,48.3
2.0,privately rent,private rented - occupied,private rented,detached house or bungalow,detached,detached house,house or bungalow,C,C,South West,80.84,,80.84,80.84,80.84
2.0,privately rent,private rented - occupied,private rented,detached house or bungalow,detached,detached house,house or bungalow,C,D,South West,72.78,,72.78,72.78,72.78
2.0,privately rent,private rented - occupied,private rented,detached house or bungalow,detached,detached house,house or bungalow,D,D,East,99.18,,99.18,99.18,99.18
2.0,privately rent,private rented - occupied,private rented,detached house or bungalow,detached,detached house,house or bungalow,D,D,East Midlands,84.145,81.86175205796661,55.2025,84.145,113.0875
2.0,privately rent,private rented - occupied,private rented,detached house or bungalow,detached,detached house,house or bungalow,D,E,London,131.32,,131.32,131.32,131.32
2.0,privately rent,private rented - occupied,private rented,detached house or bungalow,detached,detached house,house or bungalow,E,E,East,87.08,,87.08,87.08,87.08
2.0,privately rent,private rented - occupied,private rented,detached house or bungalow,detached,detached house,house or bungalow,E,E,South West,103.26,,103.26,103.26,103.26
2.0,privately rent,private rented - occupied,private rented,detached house or bungalow,detached,detached house,house or bungalow,E,E,West Midlands,72.28,,72.28,72.28,72.28
2.0,privately rent,private rented - occupied,private rented,detached house or bungalow,detached,detached house,house or bungalow,E,E,Yorkshire and the Humber,98.97,,98.97,98.97,98.97
2.0,privately rent,private rented - occupied,private rented,detached house or bungalow,detached,detached house,house or bungalow,F,F,East,112.28,,112.28,112.28,112.28
2.0,privately rent,private rented - occupied,private rented,detached house or bungalow,detached,detached house,house or bungalow,G,G,South West,61.92,,61.92,61.92,61.92
2.0,privately rent,private rented - occupied,private rented,other,bungalow,bungalow,house or bungalow,E,E,East Midlands,43.56,,43.56,43.56,43.56
2.0,privately rent,private rented - occupied,private rented,other,bungalow,bungalow,house or bungalow,G,E,East,55.46,,55.46,55.46,55.46
2.0,privately rent,private rented - occupied,private rented,other,converted flat,converted flat,high rise flat,C,C,East,51.6,,51.6,51.6,51.6
2.0,privately rent,private rented - occupied,private rented,other,converted flat,converted flat,low rise flat,C,A/B,London,58.38,,58.38,58.38,58.38
2.0,privately rent,private rented - occupied,private rented,other,converted flat,converted flat,low rise flat,C,C,East,64.52666666666666,24.125839536342216,55.35,73.5,78.19
2.0,privately rent,private rented - occupied,private rented,other,converted flat,converted flat,low rise flat,C,C,East Midlands,67.45,,67.45,67.45,67.45
2.0,privately rent,private rented - occupied,private rented,other,converted flat,converted flat,low rise flat,C,C,London,65.38,8.94489519223115,64.0,67.1,69.74
2.0,privately rent,private rented - occupied,private rented,other,converted flat,converted flat,low rise flat,C,C,North West,42.5,,42.5,42.5,42.5
2.0,privately rent,private rented - occupied,private rented,other,converted flat,converted flat,low rise flat,C,C,South East,62.879999999999995,19.639110214060107,63.8,67.21,72.96
2.0,privately rent,private rented - occupied,private rented,other,converted flat,converted flat,low rise flat,C,C,South West,81.27000000000001,27.045165926649442,68.2,73.26,95.24
2.0,privately rent,private rented - occupied,private rented,other,converted flat,converted flat,low rise flat,C,C,West Midlands,64.81,20.378817433796296,57.605,64.81,72.015
2.0,privately rent,private rented - occupied,private rented,other,converted flat,converted flat,low rise flat,C,C,Yorkshire and the Humber,61.41,,61.41,61.41,61.41
2.0,privately rent,private rented - occupied,private rented,other,converted flat,converted flat,low rise flat,C,D,London,67.5,10.530805603877921,60.315,64.53,71.715
2.0,privately rent,private rented - occupied,private rented,other,converted flat,converted flat,low rise flat,C,D,North West,54.69,,54.69,54.69,54.69
2.0,privately rent,private rented - occupied,private rented,other,converted flat,converted flat,low rise flat,C,D,South East,72.74,,72.74,72.74,72.74
2.0,privately rent,private rented - occupied,private rented,other,converted flat,converted flat,low rise flat,C,D,South West,55.86,,55.86,55.86,55.86
2.0,privately rent,private rented - occupied,private rented,other,converted flat,converted flat,low rise flat,C,D,Yorkshire and the Humber,76.95,,76.95,76.95,76.95
2.0,privately rent,private rented - occupied,private rented,other,converted flat,converted flat,low rise flat,C,E,West Midlands,72.265,19.523218228560573,65.3625,72.265,79.16749999999999
2.0,privately rent,private rented - occupied,private rented,other,converted flat,converted flat,low rise flat,D,D,East,46.25,6.3498188950552,44.004999999999995,46.25,48.495000000000005
2.0,privately rent,private rented - occupied,private rented,other,converted flat,converted flat,low rise flat,D,D,London,60.681666666666665,16.87494404928996,48.9225,60.055,68.06
2.0,privately rent,private rented - occupied,private rented,other,converted flat,converted flat,low rise flat,D,D,North West,87.66000000000001,4.7998229134000425,84.89,85.03,89.11500000000001
2.0,privately rent,private rented - occupied,private rented,other,converted flat,converted flat,low rise flat,D,D,South East,63.779999999999994,12.501583899650475,53.65,63.77,70.0
2.0,privately rent,private rented - occupied,private rented,other,converted flat,converted flat,low rise flat,D,D,South West,69.34166666666667,17.162032999230213,61.955,69.91,81.16499999999999
2.0,privately rent,private rented - occupied,private rented,other,converted flat,converted flat,low rise flat,D,D,Yorkshire and the Humber,62.843333333333334,22.26778016177934,50.22,54.44,71.265
2.0,privately rent,private rented - occupied,private rented,other,converted flat,converted flat,low rise flat,D,E,East,28.35,,28.35,28.35,28.35
2.0,privately rent,private rented - occupied,private rented,other,converted flat,converted flat,low rise flat,D,E,London,86.05333333333333,12.525706899545963,79.22,83.32,91.52
2.0,privately rent,private rented - occupied,private rented,other,converted flat,converted flat,low rise flat,D,E,North West,57.58,9.022682527940347,54.39,57.58,60.77
2.0,privately rent,private rented - occupied,private rented,other,converted flat,converted flat,low rise flat,D,E,South East,73.58500000000001,1.1101576464628797,73.1925,73.58500000000001,73.9775
2.0,privately rent,private rented - occupied,private rented,other,converted flat,converted flat,low rise flat,D,E,South West,62.56,,62.56,62.56,62.56
2.0,privately rent,private rented - occupied,private rented,other,converted flat,converted flat,low rise flat,D,E,West Midlands,83.41,,83.41,83.41,83.41
2.0,privately rent,private rented - occupied,private rented,other,converted flat,converted flat,low rise flat,D,E,Yorkshire and the Humber,67.65,,67.65,67.65,67.65
2.0,privately rent,private rented - occupied,private rented,other,converted flat,converted flat,low rise flat,E,D,Yorkshire and the Humber,58.4,,58.4,58.4,58.4
2.0,privately rent,private rented - occupied,private rented,other,converted flat,converted flat,low rise flat,E,E,East,72.2,,72.2,72.2,72.2
2.0,privately rent,private rented - occupied,private rented,other,converted flat,converted flat,low rise flat,E,E,North West,72.45,,72.45,72.45,72.45
2.0,privately rent,private rented - occupied,private rented,other,converted flat,converted flat,low rise flat,E,E,South West,123.46000000000001,80.66674159776133,94.94,123.46000000000001,151.98
2.0,privately rent,private rented - occupied,private rented,other,converted flat,converted flat,low rise flat,E,F,East Midlands,58.165000000000006,9.213601358860718,54.9075,58.165000000000006,61.42250000000001
2.0,privately rent,private rented - occupied,private rented,other,converted flat,converted flat,low rise flat,E,F,South West,72.98333333333333,15.710328874130335,64.155,67.76,79.2
2.0,privately rent,private rented - occupied,private rented,other,converted flat,converted flat,low rise flat,E,F,West Midlands,72.2,,72.2,72.2,72.2
2.0,privately rent,private rented - occupied,private rented,other,converted flat,converted flat,low rise flat,F,E,East Midlands,54.6,,54.6,54.6,54.6
2.0,privately rent,private rented - occupied,private rented,other,converted flat,converted flat,low rise flat,F,E,North West,46.56,,46.56,46.56,46.56
2.0,privately rent,private rented - occupied,private rented,other,converted flat,converted flat,low rise flat,F,E,South East,73.51,,73.51,73.51,73.51
2.0,privately rent,private rented - occupied,private rented,other,converted flat,converted flat,low rise flat,G,F,East,45.0,,45.0,45.0,45.0
2.0,privately rent,private rented - occupied,private rented,other,converted flat,converted flat,low rise flat,G,F,East Midlands,69.52,,69.52,69.52,69.52
2.0,privately rent,private rented - occupied,private rented,other,converted flat,converted flat,low rise flat,G,F,North West,65.715,6.158900064134819,63.537499999999994,65.715,67.8925
2.0,privately rent,private rented - occupied,private rented,purpose built flat/maisonette,"purpose built flat, high rise","purpose built flat, high rise",high rise flat,A/B,A/B,East,71.4,,71.4,71.4,71.4
2.0,privately rent,private rented - occupied,private rented,purpose built flat/maisonette,"purpose built flat, high rise","purpose built flat, high rise",high rise flat,A/B,A/B,London,70.362,8.116730869013702,67.0,71.5,76.8
2.0,privately rent,private rented - occupied,private rented,purpose built flat/maisonette,"purpose built flat, high rise","purpose built flat, high rise",high rise flat,A/B,A/B,South East,72.53,21.80982118221055,65.535,83.67,85.095
2.0,privately rent,private rented - occupied,private rented,purpose built flat/maisonette,"purpose built flat, high rise","purpose built flat, high rise",high rise flat,C,A/B,East,53.9,,53.9,53.9,53.9
2.0,privately rent,private rented - occupied,private rented,purpose built flat/maisonette,"purpose built flat, high rise","purpose built flat, high rise",high rise flat,C,A/B,London,62.38,13.887577182503794,57.47,62.38,67.29
2.0,privately rent,private rented - occupied,private rented,purpose built flat/maisonette,"purpose built flat, high rise","purpose built flat, high rise",high rise flat,C,C,London,68.61357142857143,14.330043538042649,58.0,68.8,78.0
2.0,privately rent,private rented - occupied,private rented,purpose built flat/maisonette,"purpose built flat, high rise","purpose built flat, high rise",high rise flat,C,C,North West,71.51,4.398204178980325,69.95500000000001,71.51,73.065
2.0,privately rent,private rented - occupied,private rented,purpose built flat/maisonette,"purpose built flat, high rise","purpose built flat, high rise",high rise flat,C,C,South East,82.5,23.33452377915607,74.25,82.5,90.75
2.0,privately rent,private rented - occupied,private rented,purpose built flat/maisonette,"purpose built flat, high rise","purpose built flat, high rise",high rise flat,C,C,Yorkshire and the Humber,58.71,3.8325187540310885,57.355000000000004,58.71,60.065
2.0,privately rent,private rented - occupied,private rented,purpose built flat/maisonette,"purpose built flat, high rise","purpose built flat, high rise",high rise flat,C,D,London,67.86,18.68076015583948,57.790000000000006,64.48,76.24000000000001
2.0,privately rent,private rented - occupied,private rented,purpose built flat/maisonette,"purpose built flat, high rise","purpose built flat, high rise",high rise flat,D,C,London,81.215,11.405632380539009,77.1825,81.215,85.2475
2.0,privately rent,private rented - occupied,private rented,purpose built flat/maisonette,"purpose built flat, high rise","purpose built flat, high rise",high rise flat,D,D,North West,78.88,,78.88,78.88,78.88
2.0,privately rent,private rented - occupied,private rented,purpose built flat/maisonette,"purpose built flat, high rise","purpose built flat, high rise",high rise flat,D,E,London,80.0,11.313708498984761,76.0,80.0,84.0
2.0,privately rent,private rented - occupied,private rented,purpose built flat/maisonette,"purpose built flat, high rise","purpose built flat, high rise",high rise flat,D,E,North West,52.08,,52.08,52.08,52.08
2.0,privately rent,private rented - occupied,private rented,purpose built flat/maisonette,"purpose built flat, high rise","purpose built flat, high rise",high rise flat,E,E,South East,56.09,,56.09,56.09,56.09
2.0,privately rent,private rented - occupied,private rented,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,A/B,A/B,East,72.70666666666666,9.145257423021691,69.84,77.52,77.97999999999999
2.0,privately rent,private rented - occupied,private rented,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,A/B,A/B,London,67.06800000000001,11.653717003600184,59.0,63.64,75.6
2.0,privately rent,private rented - occupied,private rented,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,A/B,A/B,North East,72.0,,72.0,72.0,72.0
2.0,privately rent,private rented - occupied,private rented,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,A/B,A/B,North West,64.80000000000001,0.25455844122715166,64.71000000000001,64.80000000000001,64.89
2.0,privately rent,private rented - occupied,private rented,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,A/B,A/B,South East,69.86,12.077383822666238,65.59,69.86,74.13000000000001
2.0,privately rent,private rented - occupied,private rented,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,A/B,A/B,South West,68.19,22.405938944842276,55.41,58.88,76.315
2.0,privately rent,private rented - occupied,private rented,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,A/B,A/B,West Midlands,52.1,0.5939696961967024,51.89,52.1,52.31
2.0,privately rent,private rented - occupied,private rented,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,A/B,A/B,Yorkshire and the Humber,59.78,,59.78,59.78,59.78
2.0,privately rent,private rented - occupied,private rented,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,A/B,C,London,82.72999999999999,5.755849198858502,80.695,82.72999999999999,84.765
2.0,privately rent,private rented - occupied,private rented,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,A/B,C,North West,53.205,4.857823586751577,51.487500000000004,53.205,54.9225
2.0,privately rent,private rented - occupied,private rented,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,A/B,C,South East,66.12,,66.12,66.12,66.12
2.0,privately rent,private rented - occupied,private rented,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,C,A/B,East,55.583333333333336,4.431273707035787,54.06,56.400000000000006,57.7125
2.0,privately rent,private rented - occupied,private rented,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,C,A/B,London,71.14333333333333,7.0949211881927665,66.3125,71.015,74.555
2.0,privately rent,private rented - occupied,private rented,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,C,A/B,North East,62.254999999999995,14.120922420295345,57.2625,62.254999999999995,67.2475
2.0,privately rent,private rented - occupied,private rented,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,C,A/B,North West,48.16,14.6229682349378,42.99,48.16,53.33
2.0,privately rent,private rented - occupied,private rented,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,C,A/B,South East,57.08833333333333,6.648781592642875,54.7975,57.285,60.5075
2.0,privately rent,private rented - occupied,private rented,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,C,A/B,South West,60.73333333333333,18.89585492464772,53.099999999999994,66.6,71.3
2.0,privately rent,private rented - occupied,private rented,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,C,A/B,West Midlands,52.120000000000005,5.82655987697715,50.06,52.120000000000005,54.18
2.0,privately rent,private rented - occupied,private rented,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,C,A/B,Yorkshire and the Humber,41.3,,41.3,41.3,41.3
2.0,privately rent,private rented - occupied,private rented,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,C,C,East,65.19761904761906,11.032412657602102,55.76,63.86,69.84
2.0,privately rent,private rented - occupied,private rented,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,C,C,East Midlands,65.62666666666667,7.624357459266102,65.58,67.41,69.795
2.0,privately rent,private rented - occupied,private rented,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,C,C,London,62.573,10.832021664183161,56.542500000000004,62.47,67.4
2.0,privately rent,private rented - occupied,private rented,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,C,C,North East,65.49666666666666,5.379631338050341,63.834999999999994,68.38,68.6
2.0,privately rent,private rented - occupied,private rented,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,C,C,North West,61.107647058823524,11.697888981249866,49.64,59.84,67.5
2.0,privately rent,private rented - occupied,private rented,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,C,C,South East,59.88782608695652,13.970163972657048,50.05,61.8,70.64
2.0,privately rent,private rented - occupied,private rented,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,C,C,South West,67.03857142857143,16.65203033523883,58.005,68.73,69.515
2.0,privately rent,private rented - occupied,private rented,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,C,C,West Midlands,49.47,5.530153704916347,47.1375,50.04,52.3725
2.0,privately rent,private rented - occupied,private rented,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,C,C,Yorkshire and the Humber,56.66,3.3589879428184877,54.84,56.0,58.15
2.0,privately rent,private rented - occupied,private rented,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,C,D,East,73.11,18.69827799558023,60.68,66.34,90.09
2.0,privately rent,private rented - occupied,private rented,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,C,D,London,64.3425,6.755236857431426,60.1275,65.11,69.325
2.0,privately rent,private rented - occupied,private rented,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,C,D,North East,72.37,,72.37,72.37,72.37
2.0,privately rent,private rented - occupied,private rented,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,C,D,North West,61.138,11.625842765150406,54.0,64.5,68.25
2.0,privately rent,private rented - occupied,private rented,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,C,D,South East,69.55222222222223,19.867335489301137,58.46,66.0,69.0
2.0,privately rent,private rented - occupied,private rented,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,C,D,South West,47.206,11.612550538103159,44.73,46.41,55.46
2.0,privately rent,private rented - occupied,private rented,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,C,D,West Midlands,65.48666666666666,18.720430906721493,54.8,57.6,72.23
2.0,privately rent,private rented - occupied,private rented,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,C,D,Yorkshire and the Humber,54.78,6.194255403194152,52.589999999999996,54.78,56.97
2.0,privately rent,private rented - occupied,private rented,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,C,E,East,54.6,,54.6,54.6,54.6
2.0,privately rent,private rented - occupied,private rented,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,D,C,South East,46.8,,46.8,46.8,46.8
2.0,privately rent,private rented - occupied,private rented,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,D,C,Yorkshire and the Humber,72.68,,72.68,72.68,72.68
2.0,privately rent,private rented - occupied,private rented,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,D,D,East,115.02,,115.02,115.02,115.02
2.0,privately rent,private rented - occupied,private rented,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,D,D,East Midlands,85.14,,85.14,85.14,85.14
2.0,privately rent,private rented - occupied,private rented,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,D,D,London,67.9535294117647,14.410859594927219,59.25,65.12,74.7
2.0,privately rent,private rented - occupied,private rented,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,D,D,North East,68.07333333333334,5.809377476689451,67.57,68.23,71.065
2.0,privately rent,private rented - occupied,private rented,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,D,D,North West,62.15,15.180234956460108,54.3975,61.05499999999999,68.8075
2.0,privately rent,private rented - occupied,private rented,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,D,D,South East,53.153333333333336,9.708103144624426,46.2525,49.875,55.949999999999996
2.0,privately rent,private rented - occupied,private rented,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,D,D,South West,63.43333333333334,18.189803004247555,55.0,65.84,73.07
2.0,privately rent,private rented - occupied,private rented,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,D,D,West Midlands,70.95666666666666,8.683733835933324,66.255,69.27,74.815
2.0,privately rent,private rented - occupied,private rented,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,D,D,Yorkshire and the Humber,53.955,1.916259377015547,53.2775,53.955,54.6325
2.0,privately rent,private rented - occupied,private rented,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,D,E,East,58.16,6.844793641885783,55.74,58.16,60.58
2.0,privately rent,private rented - occupied,private rented,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,D,E,London,69.208,21.210312821832687,56.21,60.68,84.0
2.0,privately rent,private rented - occupied,private rented,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,D,E,South East,64.22857142857143,14.556870575517975,55.64,57.24,69.64500000000001
2.0,privately rent,private rented - occupied,private rented,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,D,E,West Midlands,57.06,,57.06,57.06,57.06
2.0,privately rent,private rented - occupied,private rented,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,D,F,East,56.76,,56.76,56.76,56.76
2.0,privately rent,private rented - occupied,private rented,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,E,D,North West,81.88,,81.88,81.88,81.88
2.0,privately rent,private rented - occupied,private rented,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,E,D,South West,51.33,,51.33,51.33,51.33
2.0,privately rent,private rented - occupied,private rented,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,E,E,South East,61.55,6.037764486960387,57.7275,61.53999999999999,65.3625
2.0,privately rent,private rented - occupied,private rented,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,E,E,South West,57.28333333333334,2.695446778056161,55.95,57.34,58.645
2.0,privately rent,private rented - occupied,private rented,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,F,E,London,79.04,,79.04,79.04,79.04
2.0,privately rent,private rented - occupied,private rented,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,F,F,South East,72.4,,72.4,72.4,72.4
2.0,privately rent,private rented - occupied,private rented,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,F,F,South West,67.76,,67.76,67.76,67.76
2.0,privately rent,private rented - occupied,private rented,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,F,G,South East,71.26,,71.26,71.26,71.26
2.0,privately rent,private rented - occupied,private rented,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,F,G,South West,78.4,,78.4,78.4,78.4
2.0,privately rent,private rented - occupied,private rented,semi-detached,bungalow,bungalow,house or bungalow,C,C,North West,53.79,12.628550985762383,47.195,52.58,59.78
2.0,privately rent,private rented - occupied,private rented,semi-detached,bungalow,bungalow,house or bungalow,C,C,South East,57.73,,57.73,57.73,57.73
2.0,privately rent,private rented - occupied,private rented,semi-detached,bungalow,bungalow,house or bungalow,C,C,South West,68.615,16.17153208573634,62.8975,68.615,74.3325
2.0,privately rent,private rented - occupied,private rented,semi-detached,bungalow,bungalow,house or bungalow,C,D,East,63.73,4.299209229614208,62.209999999999994,63.73,65.25
2.0,privately rent,private rented - occupied,private rented,semi-detached,bungalow,bungalow,house or bungalow,C,D,North West,63.32,,63.32,63.32,63.32
2.0,privately rent,private rented - occupied,private rented,semi-detached,bungalow,bungalow,house or bungalow,C,E,South East,62.56,,62.56,62.56,62.56
2.0,privately rent,private rented - occupied,private rented,semi-detached,bungalow,bungalow,house or bungalow,D,D,East,23.32,,23.32,23.32,23.32
2.0,privately rent,private rented - occupied,private rented,semi-detached,bungalow,bungalow,house or bungalow,D,D,North East,67.25,23.673935034125606,58.879999999999995,67.25,75.61999999999999
2.0,privately rent,private rented - occupied,private rented,semi-detached,bungalow,bungalow,house or bungalow,D,D,South East,60.71,7.946617729155804,55.6225,58.7,63.7875
2.0,privately rent,private rented - occupied,private rented,semi-detached,bungalow,bungalow,house or bungalow,D,D,West Midlands,62.56,,62.56,62.56,62.56
2.0,privately rent,private rented - occupied,private rented,semi-detached,bungalow,bungalow,house or bungalow,D,D,Yorkshire and the Humber,57.51333333333334,0.9800170066551553,57.025000000000006,57.52,58.005
2.0,privately rent,private rented - occupied,private rented,semi-detached,bungalow,bungalow,house or bungalow,D,E,East,65.65,,65.65,65.65,65.65
2.0,privately rent,private rented - occupied,private rented,semi-detached,bungalow,bungalow,house or bungalow,D,E,East Midlands,69.87,,69.87,69.87,69.87
