Area Name,mean_1,std_1,mean_2,std_2,mean_3,std_3,mean_4plus,std_4plus
domestic-E06000014-York,54.559423227469686,22.319768782616748,71.35995879545274,30.33476608798811,86.68824954143346,34.58103853016809,106.23903958992221,44.71725086679547
domestic-E06000015-Derby,49.58843248508853,21.276927646809142,69.87125074310687,30.323231259389594,83.60104779903322,37.429133684379266,101.00424769060712,40.71399257368406
domestic-E06000016-Leicester,48.982274798874684,21.101640598211233,70.9556058778669,28.874017151943185,86.19577406811301,30.00374320543138,98.30705043972611,36.565290750417006
domestic-E06000017-Rutland,67.18413068258052,36.23820689325513,78.4300438269196,41.32513617087951,96.31280198757487,52.16568144821031,132.03402728275682,78.42915756185246
domestic-E06000018-Nottingham,49.33962974358491,23.382015074235884,71.75881028574447,29.389966450058584,87.45854018166578,34.97697805708217,104.88686314264082,41.47859340971392
domestic-E06000019-Herefordshire-County-of,56.63998423382369,30.845699258013095,72.02539378493218,46.90457025122147,93.2989031316374,57.72369823726599,129.109505887403,71.36567769083794
domestic-E06000020-Telford-and-Wrekin,53.636974042774014,23.182022801295084,68.24728732697808,27.259963402428717,82.68884129777148,29.0768299601504,101.55728294487162,42.09402127773956
domestic-E06000021-Stoke-on-Trent,51.8712902142066,19.216799077986305,72.83846130910489,23.22883880179212,79.67957867486626,32.71282254026294,92.77499191867467,76.13766295432642
domestic-E06000022-Bath-and-North-East-Somerset,56.762883298524,24.59858440756996,71.98558585844727,33.78039952393022,94.53624933011392,41.69602832493714,118.65148487080072,57.26332498297752
domestic-E06000023-Bristol-City-of,55.00964035793043,26.019113896503278,65.96051377574405,30.99659297152976,96.4757807499201,40.009774722145565,113.1279187540844,47.372147547521934
domestic-E06000024-North-Somerset,55.4249198312729,24.19181018384462,64.34490196492803,27.72578182171115,84.56809291514392,40.69075924275354,109.36627522309837,63.86954417384232
domestic-E06000025-South-Gloucestershire,52.86162612993204,20.259427064938034,61.797809487935744,24.902511981006036,81.74219096934702,31.777344241869162,109.8540219987888,49.45643194060303
domestic-E06000026-Plymouth,52.62021690632344,25.537426430324835,71.95277132593522,38.09931716150329,92.8560833076589,42.70141217035463,115.6961337758815,49.94745788678425
domestic-E06000027-Torbay,49.41394481015917,23.14368695549313,60.01704516895047,28.006446114224016,82.59529838605901,38.022567686930934,103.24319335909443,55.408341438493146
domestic-E06000030-Swindon,52.905402147312806,19.903169509391788,64.3199931928075,24.07316887362331,82.32089611558247,32.52544228484553,106.78371845264327,51.51002324061009
domestic-E06000031-Peterborough,55.04614711034614,21.158011438015635,68.88019220857795,26.909117698230812,86.01766778271494,29.625514615247795,104.51358025966492,44.67091084211776
domestic-E06000032-Luton,43.380883399323395,21.853969030835195,60.50035764769737,27.71538656982752,82.10604009272207,33.709697409533845,97.5022683539241,42.741702072948165
domestic-E06000033-Southend-on-Sea,54.99043530426721,25.08330727262939,62.682600060902054,50.69784521135016,89.83962491122392,35.471132373733155,108.42224655498202,46.92242670485007
domestic-E06000034-Thurrock,49.31415694778854,16.83810072386757,57.68242853141793,19.693168011412467,79.04760515612898,24.005066191800054,101.90912308042539,40.676099161566135
domestic-E06000035-Medway,50.84214622297372,20.605754814955787,64.60575269509899,31.412328077114218,79.37105965080212,23.209042395659317,97.8632112093805,38.10335455601983
domestic-E06000036-Bracknell-Forest,54.67327005465924,18.867788637143477,61.55524382371894,23.66733218270944,83.65079027654058,38.70956041227122,117.84802597588545,69.02946281992705
domestic-E06000037-West-Berkshire,54.80500134543487,29.794548064206538,65.77041620448695,38.4617207162129,91.6010337002257,56.523846982485495,133.62376531908942,89.53519649648004
domestic-E06000038-Reading,48.617293654445675,20.909633321331096,61.610124353278515,26.561988899714084,87.98267740340069,38.767019324378886,110.19656099739409,74.26905643522586
domestic-E06000039-Slough,48.6120817905013,19.10979193663965,58.005406074999705,21.952223245492153,85.49800561398249,32.091897731956195,100.59580983295483,45.90393735366153
domestic-E06000040-Windsor-and-Maidenhead,60.39801723881956,28.008093710271293,69.28049102009624,41.122569504662415,100.71687490829842,66.80603429180361,154.33560672065,100.78330212984572
domestic-E06000041-Wokingham,53.75064813957377,59.82607022370515,64.25734684482664,225.53147253796644,97.27045199198764,524.7536375462051,126.5292208799806,354.28310313187427
domestic-E06000042-Milton-Keynes,55.387952484604,34.42980186642742,64.3236546649401,32.681569953840125,81.75229069031597,30.137438371891495,105.1556336804019,43.88515001440964
domestic-E06000043-Brighton-and-Hove,49.593809283628794,23.537334439359583,64.40296147401682,27.35490973967831,89.71258843286124,33.71068998604734,111.33739119612784,44.72906447718535
domestic-E06000044-Portsmouth,55.56022656907662,24.25189162040231,68.01505078776371,49.593950732799165,89.06255638701457,74.01755466870713,105.2705081555031,81.57285676465617
domestic-E06000045-Southampton,47.62544227246706,26.469971219201113,60.96859315319895,26.514160910410467,95.21750420118445,36.452178463394795,106.83438984050821,40.71767528716163
domestic-E06000046-Isle-of-Wight,55.56413793769934,23.419660488043938,64.8176198706673,27.908732148655446,81.99721163457677,35.06341487508179,108.21881006642568,48.4066888936656
domestic-E06000047-County-Durham,57.84945308034207,23.188118807476936,78.61952588159593,26.655445183306025,85.678415467347,30.120518768995897,110.31996618507783,51.66706101045685
domestic-E06000049-Cheshire-East,57.351892702561436,23.705198342750084,71.38585315518289,31.007095827831893,88.43023480634591,44.834898676670974,131.25342081647216,83.2530989040265
domestic-E06000050-Cheshire-West-and-Chester,54.77868093368412,23.62760397224237,70.07978756908459,35.55607244155143,88.76477051744233,48.178126330205124,123.57379540676133,80.67034868604554
domestic-E06000051-Shropshire,55.11395895815779,26.59209645992435,70.92985130522608,37.40189172816935,92.25029594625799,50.252080480675325,129.97086955212774,74.80576967940712
domestic-E06000052-Cornwall,54.48821494310583,83.91778345755206,68.35075181980284,233.21400011793577,86.48086220256256,381.2228204954699,114.70517854030889,343.78355598111375
domestic-E06000053-Isles-of-Scilly,60.58288903045431,36.520062457452696,75.64200983072627,54.688998725864295,99.51492492212007,60.854675333306695,120.0905821779975,58.41257368706351
domestic-E06000054-Wiltshire,55.28847193915473,26.17904265260434,69.42269402647464,36.276219061104094,91.34931296096367,47.50244433750412,127.03279690415715,69.79613598643785
domestic-E06000055-Bedford,48.27643863016104,18.982918284104887,60.75327755090324,26.304776778978255,84.98728977026428,37.030759466045744,113.90401718584226,56.176248379419015
domestic-E06000056-Central-Bedfordshire,51.64857247065323,22.32007724212182,61.80832589148095,32.642773175810966,81.63285382780616,44.03913914801357,114.67970199409369,60.91105440996469
domestic-E06000057-Northumberland,61.91253983552743,29.913267037872057,75.24997004992862,36.64625459288745,94.53980149923109,49.970338807557994,138.11149422454847,83.63111274831945
domestic-E06000058-Bournemouth-Christchurch-and-Poole,51.442756294968866,24.997259823958167,63.077782998697934,27.415398896780623,88.99163604368754,40.96464017856018,116.72173491588356,50.456710456492175
domestic-E06000059-Dorset,57.06088341313277,26.855020516298683,69.40226099228526,34.355964362111955,92.65679943344065,46.84682475298958,127.21398594634755,70.32011338993648
domestic-E06000060-Buckinghamshire,54.785499231961694,21.179997881221823,64.07741595493594,28.560747773605762,93.36344973299823,48.31688460496006,143.46976279413747,80.42189032035047
domestic-E06000061-North-Northamptonshire,56.64965420606988,66.8201914754077,69.46131508257395,26.463411305134446,84.15232675534946,31.536505573291937,109.04139344824252,58.40810405924501
domestic-E06000062-West-Northamptonshire,53.07111725730594,22.296985817904822,69.99722748189964,32.49927036033931,87.50040879860941,44.67192528630989,118.4362479411475,85.56872269503457
domestic-E06000063-Cumberland,58.59462662553853,23.71542967915957,77.66928633794555,37.09456258396232,94.42690104494733,43.39845614381007,127.17218733913946,57.558826895221365
domestic-E06000064-Westmorland-and-Furness,59.84102776458064,27.271007756320664,74.31000526787582,32.95550153911115,91.62023960910038,44.81458284841249,125.65221245732933,70.10953473123084
domestic-E06000065-North-Yorkshire,60.953312013717735,27.125092832954,73.35081379097345,34.47379427474239,93.32034131499465,47.554942665123846,128.9498181381147,70.2295118877847
domestic-E06000066-Somerset,55.62857499765446,23.874580581360796,69.61265665956533,32.234807526314924,88.48548185209049,45.700064999924734,124.60308101104786,83.47623693731197
domestic-E07000004-Aylesbury-Vale,51.90720838352716,22.105297340000938,61.81681218872792,28.609706309217785,84.8491124186402,45.31828134133051,129.0482241548505,73.56741897860115
domestic-E07000005-Chiltern,58.454193805808295,24.051784363694804,70.08135210231642,34.190706549570315,99.43069583660929,55.40323868499037,151.94391955871023,82.57050533534998
domestic-E07000006-South-Bucks,65.3650195489392,28.784325156413036,73.35377665362927,35.18567137706953,108.23208238874278,63.237388717438876,181.98911762134674,92.26648348908304
domestic-E07000007-Wycombe,52.80185407370729,19.623021100077466,61.36392242321216,26.706194117005417,93.47816609137307,42.04279603128076,133.18414310872396,71.66996802965022
domestic-E07000008-Cambridge,52.47955384935462,30.48628137801776,66.0682063227493,35.210171317911815,90.32245233630928,37.77212110962181,109.48633890815964,51.444938009724005
domestic-E07000009-East-Cambridgeshire,59.45961470211761,38.407113053524206,74.10502334763576,48.62104822447405,91.90491457493107,53.62299996150511,129.5183469950061,69.62985027175694
domestic-E07000010-Fenland,52.9670630268951,21.281581528086907,67.39401327128023,27.271705967709085,83.57483328496826,33.24857230474977,112.13564069648264,50.807565685438874
domestic-E07000011-Huntingdonshire,54.30286106427498,22.503805220813696,63.928556407967285,28.053622210234543,84.52739691237194,37.76580615612796,119.20627161274403,60.51905242977003
domestic-E07000012-South-Cambridgeshire,54.8761031582003,24.47751029092509,68.38031056127315,30.74146502590882,89.13727010772284,38.839432933312956,123.67762148616615,58.10077656559867
domestic-E07000026-Allerdale,60.83556554705997,26.52239915780573,75.88679208095829,38.33960869050678,95.79964844013811,50.33332554274115,126.33673702134881,62.48450801157577
domestic-E07000027-Barrow-in-Furness,53.791896740164944,24.536886730846003,73.07942211059733,32.08399833997261,79.92394638027345,36.27964571774612,93.57758729498002,52.91183010413219
domestic-E07000028-Carlisle,63.95963241287937,27.56017474477851,75.31094092185644,32.90309296628441,89.66012836742159,41.647739075497995,125.38963720250634,60.538664328188574
domestic-E07000029-Copeland,57.41741604531878,23.75279316823505,73.54219064892047,31.031447430887468,88.36752368776374,38.63670889116641,122.07434062546345,60.8391086674635
domestic-E07000030-Eden,54.355406159145744,33.61572755001831,80.36436933665357,47.706057216216074,108.77420920626601,61.566264394725025,145.5718464856653,74.48962057885352
domestic-E07000031-South-Lakeland,58.537401514189966,29.975812379156466,70.8148103723915,41.38684841048532,92.36029382925894,56.0653912458664,124.36075561613754,83.15924452462738
domestic-E07000032-Amber-Valley,56.659969179120715,23.510209027652618,70.28507341328866,27.64979956228757,82.15092633463829,33.784360824261604,105.89658400851387,51.35921892060101
domestic-E07000033-Bolsover,56.903695959099245,23.693351729325403,76.11180755677998,23.858479564934175,83.4436487957289,25.704328742378618,102.7907916881207,43.63123426511258
domestic-E07000034-Chesterfield,52.859042986279626,21.928916270250003,68.72802035228898,34.46938329995523,79.08668772465666,48.21946537927376,96.12978558135336,53.2912438705726
domestic-E07000035-Derbyshire-Dales,66.12814147408625,33.88203287620614,76.4817781959879,37.909965765090284,94.52758835140662,45.92029741846211,128.08283217207662,63.471664355820735
domestic-E07000036-Erewash,52.53252586119817,21.03641103307245,67.71469730181846,22.714291691643883,79.92857492856649,23.88344750805343,96.67962545430149,38.21135643329058
domestic-E07000037-High-Peak,58.25344143595068,23.678021428660355,70.43106757217501,27.478378934150367,85.13552775457894,33.78556604295725,110.6440848767789,47.94447006493712
domestic-E07000038-North-East-Derbyshire,54.68450552042902,24.612117473272818,71.18822638457985,26.90671085218597,84.48020855141463,33.22673327526365,112.59609169770755,52.88965448872726
domestic-E07000039-South-Derbyshire,57.43639775851484,24.47872271369709,68.68525097379704,27.158410794535026,82.51688161559589,34.360612591769915,110.990448267447,54.39664899297281
domestic-E07000040-East-Devon,59.21459272834877,42.159739333626035,70.55772206333629,41.435576044866636,89.4356902111354,47.640517894490365,126.8196068201397,74.3352254077037
domestic-E07000041-Exeter,52.3738929338946,20.551797664326113,69.72714256186018,33.269552426608655,92.8749558951299,40.09367164571976,111.63078176349114,47.01201994082472
domestic-E07000042-Mid-Devon,57.22112078321356,27.73605136002784,71.89460999837287,36.58925878983464,88.70126792903389,54.22031991475508,127.9023120971238,97.63353547600649
domestic-E07000043-North-Devon,56.48570454387921,27.185059440454115,70.43330573537693,35.34706353335571,89.0710776750515,45.43735828251292,120.36221439486427,62.91518480876498
domestic-E07000044-South-Hams,62.909761537275784,32.81528350412754,72.91164728537711,36.91697374490191,89.41769484990193,47.62435018223441,126.56130636112293,72.07846819678724
domestic-E07000045-Teignbridge,54.95747052954797,23.643152379619007,66.33927759948673,29.956019666666226,82.54010571060559,38.06419230663767,113.16880435555471,54.830477460537146
domestic-E07000046-Torridge,56.42369587244097,25.41650511524268,70.11901742572914,34.35527520672779,88.65364263440718,47.490113001094706,123.04767415154983,72.57947214585396
domestic-E07000047-West-Devon,60.24616091429384,31.46365012208468,73.26092988428901,36.685918101304466,90.62234408340674,47.06029695220667,128.59548588433205,72.48816114559622
domestic-E07000061-Eastbourne,52.553777508117534,29.306451860033494,66.43448577308315,31.015681932375468,84.34947738791776,34.02308916895929,104.42547292976289,55.66688284944219
domestic-E07000062-Hastings,57.26489147307185,25.885797586731602,63.71658176870474,28.620580841855684,81.18920227423288,34.59593404137087,103.44303001105445,44.4835195260869
domestic-E07000063-Lewes,54.1956847989345,21.835537120332095,67.29085272381107,32.31013092185282,89.27118025808275,53.44442658814364,121.03280705684891,93.65430197911908
domestic-E07000064-Rother,61.07578620792529,25.396983786473736,71.15606832880091,31.692272944265795,89.61296877962072,54.979661067891186,125.87875579149238,103.06451102904543
domestic-E07000065-Wealden,57.13343007844433,25.721115054007605,69.77842551100495,34.23344295709871,91.25869273993771,49.472272597159964,132.33940767203967,78.89135942925283
domestic-E07000066-Basildon,52.55370716477648,17.353236861637235,63.796269801293256,22.304360421436233,81.46048808672886,23.12585184099668,106.15047046050707,41.54659456903684
domestic-E07000067-Braintree,53.355199001873174,20.191204060960818,64.40358286329173,27.14798812362435,83.62775394932987,37.997182907018455,120.83745008430365,65.89858059743032
domestic-E07000068-Brentwood,58.14987000359545,20.238106438327893,64.82047062019234,23.176697206167034,89.52916646296937,37.93341641403329,129.0872896839993,60.73944250013379
domestic-E07000069-Castle-Point,56.48687105603857,16.684861895484477,60.10006623042909,20.274118915113448,84.70762539131151,25.910612091629517,110.656162363688,39.60931544529158
domestic-E07000070-Chelmsford,51.527590847398116,17.774771517824433,58.48202797938276,21.67066940253906,84.0074835420713,32.226474650280686,111.98716767189973,52.26332473787294
domestic-E07000071-Colchester,52.145738377746774,19.67030958286219,62.03681373372656,22.953601565986457,82.22299908312448,30.421166313403607,103.69789207781521,44.476288708563715
domestic-E07000072-Epping-Forest,55.448225267562826,22.39997356771719,66.03776761044513,29.709595897556202,96.14569821012527,45.82269941856128,141.74441902718016,79.72316933238181
domestic-E07000073-Harlow,51.03242655311156,14.877410242122693,63.502281737938965,21.32127674080308,81.38691562941312,24.949980159430954,96.27736277885643,35.21358251476992
domestic-E07000074-Maldon,53.225905436083096,21.360162852174337,66.03716927355264,28.281591550198307,83.09929016764666,38.26195838312053,121.9041208258835,66.6577509809335
domestic-E07000075-Rochford,53.20249448515101,18.566814476275578,65.32988293792029,24.03330153715489,83.25642838872896,30.915534445652604,111.26325141207523,54.128037985198105
domestic-E07000076-Tendring,52.519843479898576,24.79061559150189,62.3498225317469,27.05390865045008,80.71506990540189,34.81615752632187,108.10028565088002,48.728548705573175
domestic-E07000077-Uttlesford,56.14402182087444,25.5360992487963,69.57997008967759,35.06255057127892,92.49637562023561,46.78571559950512,133.39021131897093,67.8742538317199
domestic-E07000078-Cheltenham,54.18212543608256,24.33101857108137,64.80465582302442,28.987737487267864,87.98419717917876,36.661788611628126,112.47613954450307,46.61575160176965
domestic-E07000079-Cotswold,61.927152888628896,31.25984202122451,77.2526496889752,43.33035962596937,98.30320805584897,55.785669631943435,139.45961215572456,85.88840360798237
domestic-E07000080-Forest-of-Dean,56.44280119816243,25.37517637143474,71.36990003740992,35.10571868871791,88.78366036369813,45.196682615133156,118.03581214963373,61.75405423971752
domestic-E07000081-Gloucester,51.66783831553552,18.638086483234847,61.423095009791,26.365101231020112,83.29174685595791,35.14792297083127,106.80818795530668,52.595174243327705
domestic-E07000082-Stroud,53.785983292765536,23.133153443264074,68.42049804971799,33.81026974456801,89.00200515212467,45.47532181317471,122.61181483912394,69.10477542767913
domestic-E07000083-Tewkesbury,50.89664977374527,22.104982375502402,64.10551624380884,29.100230209968128,84.49989270218624,38.040190433866755,123.97109187000798,61.75244957259468
domestic-E07000084-Basingstoke-and-Deane,53.954765367683095,20.3532136671364,62.91825501671072,26.414427806201953,88.12624770092359,44.1329806860686,126.71447497744926,83.69003510259228
domestic-E07000085-East-Hampshire,53.185666788283136,23.86305659958328,66.36836565160819,32.13861298693546,92.14082806315375,45.097863025009985,133.40681270028784,73.36664689281815
domestic-E07000086-Eastleigh,51.54075686149583,21.45328021079994,60.50881045446057,23.66302476507892,81.57827549072614,28.884392107764313,111.50249965735382,46.26445819566576
domestic-E07000087-Fareham,55.464783095202144,20.371245882997943,63.19868645965702,23.579366029450114,81.56795262308842,28.725763565004836,111.13525541351919,41.93891010474226
domestic-E07000088-Gosport,57.730251893039494,18.87856162510192,65.65534563407826,21.61444189016554,84.11809491443688,26.92950378616632,116.01236220366978,41.38529566624817
domestic-E07000089-Hart,57.26583102208606,21.779699988522932,65.43514081486926,26.155242432293402,86.74285142897438,35.67760327727694,126.414661587733,57.24328738042221
domestic-E07000090-Havant,52.715242408054806,20.59029666950851,64.77543891204033,24.261801010942555,83.4683914335358,27.2171365107694,109.43785258968192,40.87336136330472
domestic-E07000091-New-Forest,55.44349363649661,23.503207595730476,67.7344462279753,29.941503889721012,89.69571017347009,41.58426582684585,124.61047992788194,62.365299788151844
domestic-E07000092-Rushmoor,52.762332587931844,18.127995482754656,60.06127513180322,21.56083598845066,86.51135297354958,24.058541645713735,101.77080217706866,36.014629690540204
domestic-E07000093-Test-Valley,56.568792164505034,21.73092391564293,67.56986484367665,28.98938235385875,90.19609530329232,41.971945005385415,128.21842963058367,72.12954584029825
domestic-E07000094-Winchester,59.654871810266975,27.045982766287498,73.27030202943628,34.24346808893673,95.29816465986615,43.95412913242522,127.47465519000892,64.05894783944876
domestic-E07000095-Broxbourne,51.88543159720855,15.736485977598454,59.161556549455604,19.6355373788334,83.32085859040428,26.97332502219917,113.52810138271684,50.94024924106636
domestic-E07000096-Dacorum,55.34822441635352,18.90955625637782,60.757039191236075,23.404427902180288,84.10574699766998,32.53671238210912,117.83436000745573,55.625447047858565
domestic-E07000098-Hertsmere,54.106391022543946,25.560082844797833,65.24275370470654,26.330107356559818,89.8178076837314,36.26874605910976,128.51244940200385,61.477249796964614
domestic-E07000099-North-Hertfordshire,52.879429386333356,21.23141990859811,60.80451457014414,25.73864163209384,83.33567097799451,37.76019358915446,121.45977913654116,74.25286440682798
domestic-E07000102-Three-Rivers,59.72473910320217,24.044628903870386,66.54657705928912,29.54432805133257,91.01108720882557,44.53573557722404,137.67815916731595,75.95327608499954
domestic-E07000103-Watford,50.68299958165709,19.169557740785297,59.18451803943889,21.8291449528695,85.64394967788904,30.61674021007785,107.06289027460744,47.813681129799384
domestic-E07000105-Ashford,58.21216339712009,23.376378772257624,68.64677592567186,29.058020617335995,85.57556782911074,35.91550111223318,117.45713254359319,57.33298285959804
domestic-E07000106-Canterbury,54.86187453118452,22.56685727369,69.37852914919779,28.13445571794017,86.84271567369657,33.08708140012758,106.65838823464891,48.61256279275051
domestic-E07000107-Dartford,48.953959776705716,18.507953885612427,59.88282251877585,24.245276033396678,79.93556443961359,31.20164179713453,99.69471961362642,49.615197726663446
domestic-E07000108-Dover,57.83930939386956,61.03091889499314,69.19534192815847,61.92907051842773,82.90811225678468,58.97544926654504,107.59592787104948,79.35405212424786
domestic-E07000109-Gravesham,51.385242079637365,18.156997686032618,63.67521413835026,24.88972753694932,84.06441379884836,30.978182258855647,101.01041171801977,46.64686009816756
domestic-E07000110-Maidstone,50.19527632133151,21.579086243319075,64.26265862671887,24.700103287266977,85.32413589346241,35.2307174289672,114.96613063027317,59.41864221886887
domestic-E07000111-Sevenoaks,60.07299033524131,29.344862138769003,70.81809597026293,36.02238742368638,93.52661008160992,55.74473979850014,146.95479434423828,102.32908096375077
domestic-E07000112-Folkestone-and-Hythe,58.77740132861029,25.556337472300264,68.87228608501611,26.802349335569804,85.17960439354458,30.770483262374782,109.87610213134018,45.78998719285741
domestic-E07000113-Swale,51.636721914459,29.30511256718429,66.85648187662792,66.34010621827636,81.61098701660246,30.982787114384465,105.33880292022697,50.90581656758032
domestic-E07000114-Thanet,56.92910733845475,21.307192393943918,64.97200575925226,24.727325275837213,84.05745053270206,29.762861328002618,106.75958412317371,42.49863205269354
domestic-E07000115-Tonbridge-and-Malling,57.741056302038935,23.79594934987489,67.00445249572286,28.267968748241838,86.47750689808069,39.47666936252031,120.67481347428297,62.84276958498144
domestic-E07000116-Tunbridge-Wells,53.40830549464221,25.63235045831324,65.82038881147874,32.10256015801083,91.74787954785073,47.4220941198396,130.14530424810044,73.1827758259312
domestic-E07000117-Burnley,52.75378598695226,21.911211647029894,74.93424853951963,22.300432207853987,78.10573112085345,25.095368623038453,88.81136352644371,36.085980653403084
domestic-E07000118-Chorley,50.09318648004785,20.732224122148278,66.73765582427127,25.00757532102934,82.78615239111578,27.646366429618098,107.25301692393721,46.559445470903306
domestic-E07000119-Fylde,55.94113892013752,24.709623352870597,63.659270619862525,28.190229418738888,89.79722387671029,39.586572218956135,117.01804985108527,61.01404363152616
domestic-E07000120-Hyndburn,54.99840042752632,25.078905489377412,80.92112964074073,41.69156914323232,84.32470709855556,40.26705814216709,95.3651171074343,32.591150975803686
domestic-E07000121-Lancaster,54.04577931739996,23.256719813566345,69.67332409512687,34.97289254651456,88.40904989918384,42.44071739268011,108.06866141482529,49.284841558813895
domestic-E07000122-Pendle,60.64620638529762,25.52178575304256,77.4345319879581,24.29124221212554,83.29974924061612,26.86173565726606,99.33233936831752,41.08471778780255
domestic-E07000123-Preston,51.18639379467044,20.83378563234942,69.96441692577439,30.144563466721603,85.09272042784833,35.32562201284362,102.85737202133829,57.097242928643496
domestic-E07000124-Ribble-Valley,59.95966409859031,29.040501990586566,78.9504375289061,32.674817236057685,96.74241036407767,50.69938417235314,142.388514825998,73.28540568704322
domestic-E07000125-Rossendale,59.63287080704563,26.997635608289976,76.42887863756225,27.931665935548992,84.17768981808422,33.69531277574964,110.10907171101803,63.14000991319364
domestic-E07000126-South-Ribble,56.41111163839594,23.94388282643898,68.33155754683112,63.77840826563278,84.72615504797108,124.69103270969009,104.72678622319359,88.87662688147732
domestic-E07000127-West-Lancashire,59.83184041413818,22.836527654921717,76.6917131532381,29.886501980351948,90.16890251491829,35.80153523294988,113.21893436368896,63.735233696795184
domestic-E07000128-Wyre,50.34651203062111,23.408573359481633,68.1062016389647,31.780289058777132,86.7060307199793,35.00945542924779,110.93569450109625,52.71652940025479
domestic-E07000129-Blaby,54.99106817796557,20.216845241668494,67.37447751081052,24.249107487536385,82.1267155058078,26.935117275961005,103.6340431632665,40.06472872601298
domestic-E07000130-Charnwood,52.41242662744589,21.907043423053608,72.16357341880932,30.565837153116835,87.52829846194837,35.6597112032364,110.56336780264175,48.99467628751245
domestic-E07000131-Harborough,57.96032949429947,25.073901463225408,70.31265280938158,31.477223672159198,88.82614211445812,42.81632597997129,126.17434029379822,65.25931729764791
domestic-E07000132-Hinckley-and-Bosworth,53.780336741630656,19.674221597659265,67.00614378280221,25.687426957398248,83.19602425864441,34.73432556492232,114.07377306404892,59.53594130459234
domestic-E07000133-Melton,54.48209524284919,23.25841564006363,72.1223919368312,31.785811964346852,90.19861289201806,44.02483237724059,132.78177381329093,68.69522102945432
domestic-E07000134-North-West-Leicestershire,54.415021956492275,30.837461841546475,71.61062619253309,138.5912972045787,89.17986606304427,258.714002388687,114.11433990613342,151.79837231198226
domestic-E07000135-Oadby-and-Wigston,53.655135998534895,18.490041171533278,65.60008110283711,19.820979819584448,81.49404420814115,25.801182249681013,106.73912976795182,42.20733993897268
domestic-E07000136-Boston,55.51609031702109,25.085733780900064,71.46814694217294,27.615500874784768,85.22526186410066,32.112722207888346,112.37065775144734,47.27693404596487
domestic-E07000137-East-Lindsey,53.534266780681094,22.560764316124025,65.26519337021873,30.12306354406253,84.94428282528618,42.04108477013023,118.6391240632087,66.38840301090593
domestic-E07000138-Lincoln,53.256744420926594,40.40623576190312,74.23730731008575,37.823532990065864,84.57230724608175,35.48665322275638,101.96878537604351,44.41231883702976
domestic-E07000139-North-Kesteven,60.24746446881967,23.51300392867279,73.01234065764982,29.199894187711447,88.40464406600508,40.76269297516184,122.66378956812575,62.26710593960005
domestic-E07000140-South-Holland,54.6853575499352,32.594773482575256,71.2826524275347,59.73190057708413,88.05446473246104,72.99670281282168,113.71981392564905,61.63556435299147
domestic-E07000141-South-Kesteven,54.41528313409081,23.52481296947917,69.3233464493064,30.690008047076397,85.41509271024873,38.39505328318628,119.86821584929909,63.66376047289451
domestic-E07000142-West-Lindsey,60.38053453943261,24.184902516774734,77.4703260325248,35.38524701133018,89.30146962763357,43.46777871353454,124.84474121541251,68.4355534755644
domestic-E07000143-Breckland,56.90063108531593,65.09245840580891,69.6523614931199,46.159577515807264,88.05147439282405,44.680376717742256,128.13171662762738,67.66020981484303
